Simulation #128, Parameters: eta = 0.657290 | rho = 0.264396 | v0 = 0.196264s
Step 0 | Order = 0.022526439239545663 | Time = 0s
Step 1000 | Order = 0.016862320758141335 | Time = 0s
Step 2000 | Order = 0.014340689186159382 | Time = 1s
Step 3000 | Order = 0.007297352252572718 | Time = 1s
Step 4000 | Order = 0.020836413042063445 | Time = 2s
Step 5000 | Order = 0.020496303680127982 | Time = 2s
Step 6000 | Order = 0.021824923075956713 | Time = 3s
Step 7000 | Order = 0.019519484445809167 | Time = 3s
Step 8000 | Order = 0.0081959386153372411 | Time = 4s
Step 9000 | Order = 0.038666768741635237 | Time = 4s
Step 10000 | Order = 0.022851868988424905 | Time = 5s
Step 11000 | Order = 0.013815972368284531 | Time = 5s
Step 12000 | Order = 0.020505426483833088 | Time = 6s
Step 13000 | Order = 0.010841580740818325 | Time = 6s
Step 14000 | Order = 0.0050337317317178804 | Time = 6s
Step 15000 | Order = 0.011532504967480333 | Time = 7s
Step 16000 | Order = 0.001596552691826786 | Time = 7s
Step 17000 | Order = 0.025547237481921094 | Time = 8s
Step 18000 | Order = 0.0024482917480204047 | Time = 8s
Step 19000 | Order = 0.019603310991166353 | Time = 9s
Step 20000 | Order = 0.012631595455531681 | Time = 9s
Step 21000 | Order = 0.018871056589977991 | Time = 10s
Step 22000 | Order = 0.018434004594983403 | Time = 10s
Step 23000 | Order = 0.0055267587831164151 | Time = 11s
Step 24000 | Order = 0.013296377846071038 | Time = 11s
Step 25000 | Order = 0.010912875594826671 | Time = 12s
Step 26000 | Order = 0.029499556027997968 | Time = 12s
Step 27000 | Order = 0.010637511198581497 | Time = 13s
Step 28000 | Order = 0.019372564732147126 | Time = 13s
Step 29000 | Order = 0.020142728892335211 | Time = 14s
Step 30000 | Order = 0.012710305299611336 | Time = 14s
Step 31000 | Order = 0.0053772722941639092 | Time = 15s
Step 32000 | Order = 0.016529866211130756 | Time = 15s
Step 33000 | Order = 0.025117492969915722 | Time = 16s
Step 34000 | Order = 0.01022114219162216 | Time = 16s
Step 35000 | Order = 0.016952020029273106 | Time = 17s
Step 36000 | Order = 0.025388964679638453 | Time = 17s
Step 37000 | Order = 0.018186110474790965 | Time = 18s
Step 38000 | Order = 0.031987633810384282 | Time = 18s
Step 39000 | Order = 0.015510724695740255 | Time = 18s
