Simulation #145, Parameters: eta = 0.436006 | rho = 0.212487 | v0 = 0.418249s
Step 0 | Order = 0.027390916078635051 | Time = 0s
Step 1000 | Order = 0.022971577371015593 | Time = 0s
Step 2000 | Order = 0.021170961879695166 | Time = 0s
Step 3000 | Order = 0.028183235935831202 | Time = 0s
Step 4000 | Order = 0.0071688995770336911 | Time = 1s
Step 5000 | Order = 0.0081313171413832999 | Time = 1s
Step 6000 | Order = 0.023315194378906487 | Time = 1s
Step 7000 | Order = 0.029975144469713548 | Time = 1s
Step 8000 | Order = 0.0030748555122970837 | Time = 2s
Step 9000 | Order = 0.013851511923886631 | Time = 2s
Step 10000 | Order = 0.031649985011562722 | Time = 2s
Step 11000 | Order = 0.035893489052911967 | Time = 2s
Step 12000 | Order = 0.023087344243001646 | Time = 3s
Step 13000 | Order = 0.013741461428966184 | Time = 3s
Step 14000 | Order = 0.013902803094287486 | Time = 3s
Step 15000 | Order = 0.050972419177791592 | Time = 3s
Step 16000 | Order = 0.018153260166959874 | Time = 4s
Step 17000 | Order = 0.027867642012612662 | Time = 4s
Step 18000 | Order = 0.013203217101257592 | Time = 4s
Step 19000 | Order = 0.013858215338118773 | Time = 4s
Step 20000 | Order = 0.0092457060225225127 | Time = 5s
Step 21000 | Order = 0.0073507718822992483 | Time = 5s
Step 22000 | Order = 0.009568847482289207 | Time = 5s
Step 23000 | Order = 0.057591819740416494 | Time = 5s
Step 24000 | Order = 0.0071378252852905234 | Time = 6s
Step 25000 | Order = 0.027645395651151039 | Time = 6s
Step 26000 | Order = 0.015675230456095621 | Time = 6s
Step 27000 | Order = 0.00091095538791759537 | Time = 6s
Step 28000 | Order = 0.041083465301268746 | Time = 7s
Step 29000 | Order = 0.0048011462101824436 | Time = 7s
Step 30000 | Order = 0.019201342995447509 | Time = 7s
Step 31000 | Order = 0.017662760204605707 | Time = 7s
Step 32000 | Order = 0.014676664389951062 | Time = 8s
Step 33000 | Order = 0.025020208819291893 | Time = 8s
Step 34000 | Order = 0.034152457083956887 | Time = 8s
Step 35000 | Order = 0.014928372016719272 | Time = 8s
Step 36000 | Order = 0.02887777672676508 | Time = 9s
Step 37000 | Order = 0.019257980657648405 | Time = 9s
Step 38000 | Order = 0.020145572457771148 | Time = 9s
Step 39000 | Order = 0.02047925530272441 | Time = 9s
Step 40000 | Order = 0.027892764675770804 | Time = 10s
Step 41000 | Order = 0.019617334289089357 | Time = 10s
Step 42000 | Order = 0.014425649929832701 | Time = 10s
Step 43000 | Order = 0.01183439333310899 | Time = 10s
Step 44000 | Order = 0.0094003162325753363 | Time = 11s
Step 45000 | Order = 0.017516250106740263 | Time = 11s
Step 46000 | Order = 0.014226791225111873 | Time = 11s
Step 47000 | Order = 0.0084498106441562252 | Time = 11s
Step 48000 | Order = 0.0075529775686894764 | Time = 12s
Step 49000 | Order = 0.017750651937048001 | Time = 12s
Step 50000 | Order = 0.0115416206476056 | Time = 12s
Step 51000 | Order = 0.013105984086228532 | Time = 13s
Step 52000 | Order = 0.040037960050545586 | Time = 13s
Step 53000 | Order = 0.015793224875822954 | Time = 13s
Step 54000 | Order = 0.020870322178835058 | Time = 13s
Step 55000 | Order = 0.029485721718839848 | Time = 14s
Step 56000 | Order = 0.0079413132203393719 | Time = 14s
Step 57000 | Order = 0.023195253315097489 | Time = 14s
Step 58000 | Order = 0.031286113251235891 | Time = 14s
Step 59000 | Order = 0.019803743103859954 | Time = 14s
Step 60000 | Order = 0.020564117907357179 | Time = 15s
Step 61000 | Order = 0.015284942505118838 | Time = 15s
Step 62000 | Order = 0.028670410968927265 | Time = 15s
Step 63000 | Order = 0.014734676428795005 | Time = 15s
Step 64000 | Order = 0.013661005988541907 | Time = 16s
Step 65000 | Order = 0.0092857889374843537 | Time = 16s
Step 66000 | Order = 0.025124388852762029 | Time = 16s
Step 67000 | Order = 0.024316588588271487 | Time = 16s
Step 68000 | Order = 0.03479623718642097 | Time = 17s
Step 69000 | Order = 0.026857428819766535 | Time = 17s
Step 70000 | Order = 0.017326757362611245 | Time = 17s
Step 71000 | Order = 0.025355655405438014 | Time = 17s
Step 72000 | Order = 0.017247906395165265 | Time = 18s
Step 73000 | Order = 0.052718280151320095 | Time = 18s
Step 74000 | Order = 0.013240114134225777 | Time = 18s
Step 75000 | Order = 0.0024411360537117451 | Time = 18s
Step 76000 | Order = 0.043487519651442881 | Time = 19s
Step 77000 | Order = 0.028468923311168941 | Time = 19s
Step 78000 | Order = 0.013213914298172293 | Time = 19s
Step 79000 | Order = 0.028991450742888048 | Time = 19s
Step 80000 | Order = 0.011896146434785603 | Time = 20s
Step 81000 | Order = 0.036342113718494148 | Time = 20s
Step 82000 | Order = 0.0084088478541116205 | Time = 20s
Step 83000 | Order = 0.023447957186214816 | Time = 20s
Step 84000 | Order = 0.009074350172884299 | Time = 21s
Step 85000 | Order = 0.0036050658217477482 | Time = 21s
Step 86000 | Order = 0.037827229859394962 | Time = 21s
Step 87000 | Order = 0.0018148280471187517 | Time = 21s
Step 88000 | Order = 0.0055910497635886644 | Time = 22s
Step 89000 | Order = 0.028594794667743971 | Time = 22s
Step 90000 | Order = 0.013133704323723369 | Time = 22s
Step 91000 | Order = 0.035817635595860452 | Time = 22s
Step 92000 | Order = 0.0073320965905357381 | Time = 23s
Step 93000 | Order = 0.031695069881205191 | Time = 23s
Step 94000 | Order = 0.023747166862224264 | Time = 23s
Step 95000 | Order = 0.034820370374976983 | Time = 23s
Step 96000 | Order = 0.013508026950993348 | Time = 24s
Step 97000 | Order = 0.011405212799033277 | Time = 24s
Step 98000 | Order = 0.0088707107034915866 | Time = 24s
Step 99000 | Order = 0.0084774176843192082 | Time = 24s
Step 100000 | Order = 0.013693440359454681 | Time = 25s
Step 101000 | Order = 0.011092847951233664 | Time = 25s
Step 102000 | Order = 0.0091643088333426392 | Time = 25s
Step 103000 | Order = 0.0084832393327850062 | Time = 26s
Step 104000 | Order = 0.027407721334468761 | Time = 26s
Step 105000 | Order = 0.018930351546199538 | Time = 26s
Step 106000 | Order = 0.026225985988468432 | Time = 26s
Step 107000 | Order = 0.011436694166957603 | Time = 27s
Step 108000 | Order = 0.025308816717138222 | Time = 27s
Step 109000 | Order = 0.0081417088312736273 | Time = 27s
Step 110000 | Order = 0.016849859392704322 | Time = 27s
Step 111000 | Order = 0.024044886205317362 | Time = 28s
Step 112000 | Order = 0.012328969824816835 | Time = 28s
Step 113000 | Order = 0.022619607275074866 | Time = 28s
Step 114000 | Order = 0.040223150979381395 | Time = 28s
Step 115000 | Order = 0.015895295061534895 | Time = 29s
Step 116000 | Order = 0.0084663092440634014 | Time = 29s
Step 117000 | Order = 0.029339772026279711 | Time = 29s
Step 118000 | Order = 0.029917461924647948 | Time = 29s
Step 119000 | Order = 0.016575962107360648 | Time = 30s
Step 120000 | Order = 0.013358620338439908 | Time = 30s
Step 121000 | Order = 0.013494905106576742 | Time = 30s
Step 122000 | Order = 0.0013838679949948797 | Time = 30s
Step 123000 | Order = 0.015432753618068229 | Time = 31s
Step 124000 | Order = 0.010717798760635765 | Time = 31s
Step 125000 | Order = 0.020121857266013381 | Time = 31s
Step 126000 | Order = 0.021763089824662712 | Time = 31s
Step 127000 | Order = 0.030235320202333535 | Time = 31s
Step 128000 | Order = 0.032421876343616443 | Time = 32s
Step 129000 | Order = 0.023398220809228754 | Time = 32s
Step 130000 | Order = 0.012591456477638877 | Time = 32s
Step 131000 | Order = 0.037068874025894032 | Time = 32s
Step 132000 | Order = 0.029786123084992486 | Time = 33s
Step 133000 | Order = 0.040600092815870556 | Time = 33s
Step 134000 | Order = 0.031801705476992688 | Time = 33s
Step 135000 | Order = 0.031314341461950362 | Time = 33s
Step 136000 | Order = 0.0535596449110586 | Time = 34s
Step 137000 | Order = 0.027027717175051647 | Time = 34s
Step 138000 | Order = 0.024896792813641148 | Time = 34s
Step 139000 | Order = 0.0046462526385986861 | Time = 34s
Step 140000 | Order = 0.020329360517430225 | Time = 35s
Step 141000 | Order = 0.02746499864952107 | Time = 35s
Step 142000 | Order = 0.020682160347361964 | Time = 35s
Step 143000 | Order = 0.017858819316115569 | Time = 35s
Step 144000 | Order = 0.032332385363689167 | Time = 36s
Step 145000 | Order = 0.0099014876808515596 | Time = 36s
Step 146000 | Order = 0.050615724181602449 | Time = 36s
Step 147000 | Order = 0.015963629938254738 | Time = 36s
Step 148000 | Order = 0.014156758519045886 | Time = 37s
Step 149000 | Order = 0.047288180464884422 | Time = 37s
Step 150000 | Order = 0.011219098036180873 | Time = 37s
Step 151000 | Order = 0.016580522694337532 | Time = 38s
Step 152000 | Order = 0.013416518630430403 | Time = 38s
Step 153000 | Order = 0.018091659817341198 | Time = 38s
Step 154000 | Order = 0.028271392443749266 | Time = 38s
Step 155000 | Order = 0.028847473835837367 | Time = 39s
Step 156000 | Order = 0.027438792681664978 | Time = 39s
Step 157000 | Order = 0.028122649777612866 | Time = 39s
Step 158000 | Order = 0.028107563861172025 | Time = 39s
Step 159000 | Order = 0.045749366916022924 | Time = 40s
Step 160000 | Order = 0.019135944543736894 | Time = 40s
Step 161000 | Order = 0.02862665075872101 | Time = 40s
Step 162000 | Order = 0.030773730475070708 | Time = 40s
Step 163000 | Order = 0.022442217093328727 | Time = 41s
Step 164000 | Order = 0.02189099409537161 | Time = 41s
Step 165000 | Order = 0.022054428963051976 | Time = 41s
Step 166000 | Order = 0.047225114160601753 | Time = 41s
Step 167000 | Order = 0.020045992030081086 | Time = 42s
Step 168000 | Order = 0.02675738436095846 | Time = 42s
Step 169000 | Order = 0.0088360179546441257 | Time = 42s
Step 170000 | Order = 0.019255695107789714 | Time = 42s
Step 171000 | Order = 0.042931670636603324 | Time = 43s
Step 172000 | Order = 0.0073353900406829221 | Time = 43s
Step 173000 | Order = 0.023873458077244277 | Time = 43s
Step 174000 | Order = 0.033938598877068411 | Time = 43s
Step 175000 | Order = 0.010453830952580453 | Time = 44s
Step 176000 | Order = 0.01908532223658585 | Time = 44s
Step 177000 | Order = 0.025480739044424897 | Time = 44s
Step 178000 | Order = 0.023457840983729803 | Time = 44s
Step 179000 | Order = 0.0092964583315590706 | Time = 45s
Step 180000 | Order = 0.023380676099266806 | Time = 45s
Step 181000 | Order = 0.039052797308179114 | Time = 45s
Step 182000 | Order = 0.0052754743385078004 | Time = 45s
Step 183000 | Order = 0.036778858957337991 | Time = 46s
Step 184000 | Order = 0.053493221871322001 | Time = 46s
Step 185000 | Order = 0.015073637248603127 | Time = 46s
Step 186000 | Order = 0.012114266318694234 | Time = 46s
Step 187000 | Order = 0.013392531334023407 | Time = 47s
Step 188000 | Order = 0.0089277684576581501 | Time = 47s
Step 189000 | Order = 0.019538166826773957 | Time = 47s
Step 190000 | Order = 0.014237083057314614 | Time = 47s
Step 191000 | Order = 0.027571401264989696 | Time = 48s
Step 192000 | Order = 0.010219005810559997 | Time = 48s
Step 193000 | Order = 0.011765395489556577 | Time = 48s
Step 194000 | Order = 0.026780678928037246 | Time = 48s
Step 195000 | Order = 0.018863689377493085 | Time = 48s
Step 196000 | Order = 0.0053478283618302869 | Time = 49s
Step 197000 | Order = 0.027563744668983616 | Time = 49s
Step 198000 | Order = 0.013979624208271738 | Time = 49s
Step 199000 | Order = 0.0096451332721249911 | Time = 49s
Step 200000 | Order = 0.013210350425787288 | Time = 50s
Step 201000 | Order = 0.023704928258661325 | Time = 50s
Step 202000 | Order = 0.014835020237044465 | Time = 51s
Step 203000 | Order = 0.028439971860434322 | Time = 51s
Step 204000 | Order = 0.015081320421915451 | Time = 51s
Step 205000 | Order = 0.033557692326921081 | Time = 51s
Step 206000 | Order = 0.021623044449586827 | Time = 52s
Step 207000 | Order = 0.029042240898864976 | Time = 52s
Step 208000 | Order = 0.02360824711255901 | Time = 52s
Step 209000 | Order = 0.0096151626517322359 | Time = 52s
Step 210000 | Order = 0.015586958051120418 | Time = 52s
Step 211000 | Order = 0.005832091555669913 | Time = 53s
