Simulation #177, Parameters: eta = 0.775342 | rho = 0.128558 | v0 = 0.0215303s
Step 0 | Order = 0.017416123603650784 | Time = 0s
Step 1000 | Order = 0.01877812987720558 | Time = 1s
Step 2000 | Order = 0.038406475809693509 | Time = 1s
Step 3000 | Order = 0.017721967799917256 | Time = 1s
Step 4000 | Order = 0.028869973887544441 | Time = 1s
Step 5000 | Order = 0.024701172906523825 | Time = 1s
Step 6000 | Order = 0.021430720499549191 | Time = 1s
Step 7000 | Order = 0.024072869487884261 | Time = 1s
Step 8000 | Order = 0.016818715660767654 | Time = 2s
Step 9000 | Order = 0.025062397474408631 | Time = 2s
Step 10000 | Order = 0.017401116083307182 | Time = 2s
Step 11000 | Order = 0.017956997308519022 | Time = 2s
Step 12000 | Order = 0.043695105066886966 | Time = 2s
Step 13000 | Order = 0.025778086652247838 | Time = 2s
Step 14000 | Order = 0.020092341841093358 | Time = 2s
Step 15000 | Order = 0.03797584143892236 | Time = 3s
Step 16000 | Order = 0.028235450696232563 | Time = 3s
Step 17000 | Order = 0.021999564859587616 | Time = 3s
Step 18000 | Order = 0.010398078373545632 | Time = 3s
Step 19000 | Order = 0.0074679827977552774 | Time = 3s
Step 20000 | Order = 0.021405904405110362 | Time = 3s
Step 21000 | Order = 0.002901412605830332 | Time = 3s
Step 22000 | Order = 0.014315643675748566 | Time = 4s
Step 23000 | Order = 0.017109810108309829 | Time = 4s
Step 24000 | Order = 0.035588945018061882 | Time = 4s
Step 25000 | Order = 0.0198772346348941 | Time = 4s
Step 26000 | Order = 0.024298029039117441 | Time = 4s
Step 27000 | Order = 0.0093232141818481527 | Time = 4s
Step 28000 | Order = 0.008304555283870441 | Time = 4s
Step 29000 | Order = 0.0094388125241951747 | Time = 4s
Step 30000 | Order = 0.045992814161073911 | Time = 5s
Step 31000 | Order = 0.010367703094548089 | Time = 5s
Step 32000 | Order = 0.012428167379720507 | Time = 5s
Step 33000 | Order = 0.035457792352666634 | Time = 5s
Step 34000 | Order = 0.024794466953824069 | Time = 5s
Step 35000 | Order = 0.023063386090917532 | Time = 5s
Step 36000 | Order = 0.010170383845764746 | Time = 5s
Step 37000 | Order = 0.013315635816894239 | Time = 6s
Step 38000 | Order = 0.013984814003706865 | Time = 6s
Step 39000 | Order = 0.021712692075892718 | Time = 6s
Step 40000 | Order = 0.013237961015169854 | Time = 6s
Step 41000 | Order = 0.011191640511795133 | Time = 6s
Step 42000 | Order = 0.03546506579148212 | Time = 6s
Step 43000 | Order = 0.010304670571696185 | Time = 6s
Step 44000 | Order = 0.023743833857807654 | Time = 7s
Step 45000 | Order = 0.024699086922953757 | Time = 7s
Step 46000 | Order = 0.0095290760000908987 | Time = 7s
Step 47000 | Order = 0.0070975626923792451 | Time = 7s
Step 48000 | Order = 0.028813357429985947 | Time = 7s
Step 49000 | Order = 0.01866904517865605 | Time = 7s
Step 50000 | Order = 0.016445874237469044 | Time = 7s
Step 51000 | Order = 0.020534740404620166 | Time = 8s
Step 52000 | Order = 0.0091237312782085599 | Time = 8s
Step 53000 | Order = 0.022631619392479315 | Time = 8s
Step 54000 | Order = 0.028944778270568582 | Time = 8s
Step 55000 | Order = 0.01900029875051653 | Time = 8s
Step 56000 | Order = 0.017309992842971095 | Time = 9s
Step 57000 | Order = 0.004968389825862729 | Time = 9s
Step 58000 | Order = 0.027322930830112974 | Time = 9s
Step 59000 | Order = 0.0019867247501549647 | Time = 9s
Step 60000 | Order = 0.0069638646967891821 | Time = 9s
Step 61000 | Order = 0.027878992705484693 | Time = 9s
Step 62000 | Order = 0.016991890679092705 | Time = 9s
Step 63000 | Order = 0.012169800780180847 | Time = 10s
Step 64000 | Order = 0.0049928421133371851 | Time = 10s
Step 65000 | Order = 0.016727258749161211 | Time = 10s
Step 66000 | Order = 0.016452338054452797 | Time = 10s
Step 67000 | Order = 0.0020344833477858484 | Time = 10s
Step 68000 | Order = 0.025906744552602574 | Time = 10s
Step 69000 | Order = 0.023891669884886089 | Time = 10s
Step 70000 | Order = 0.018615662262364368 | Time = 11s
Step 71000 | Order = 0.024333496203459436 | Time = 11s
Step 72000 | Order = 0.0080715902042606223 | Time = 11s
Step 73000 | Order = 0.006808085314431743 | Time = 11s
Step 74000 | Order = 0.01543401593013085 | Time = 11s
Step 75000 | Order = 0.0051818961689653886 | Time = 11s
Step 76000 | Order = 0.019466845423452818 | Time = 11s
Step 77000 | Order = 0.037085745411425772 | Time = 11s
Step 78000 | Order = 0.025227112736217555 | Time = 12s
Step 79000 | Order = 0.017832021302749683 | Time = 12s
Step 80000 | Order = 0.036256719944352526 | Time = 12s
Step 81000 | Order = 0.01203518878584562 | Time = 12s
Step 82000 | Order = 0.019180798710017228 | Time = 12s
Step 83000 | Order = 0.020035396336877627 | Time = 12s
Step 84000 | Order = 0.031952420905237942 | Time = 12s
Step 85000 | Order = 0.0036783759917768744 | Time = 13s
Step 86000 | Order = 0.01403984165085472 | Time = 13s
Step 87000 | Order = 0.013367215127218404 | Time = 13s
Step 88000 | Order = 0.013453883791787274 | Time = 13s
Step 89000 | Order = 0.019523598550235322 | Time = 13s
Step 90000 | Order = 0.0016927983617050096 | Time = 13s
Step 91000 | Order = 0.0071648103090955206 | Time = 13s
Step 92000 | Order = 0.015683950815369364 | Time = 14s
Step 93000 | Order = 0.0028690549442662392 | Time = 14s
Step 94000 | Order = 0.030684681492290786 | Time = 14s
Step 95000 | Order = 0.018201378948926181 | Time = 14s
Step 96000 | Order = 0.022530500232545984 | Time = 14s
Step 97000 | Order = 0.01705219730499085 | Time = 14s
Step 98000 | Order = 0.0069144586071411968 | Time = 14s
Step 99000 | Order = 0.025258767473093618 | Time = 15s
Step 100000 | Order = 0.017727344696621548 | Time = 15s
Step 101000 | Order = 0.010781744192952851 | Time = 16s
Step 102000 | Order = 0.0082010751256628277 | Time = 16s
Step 103000 | Order = 0.017164359014700294 | Time = 16s
Step 104000 | Order = 0.0065575676200513178 | Time = 16s
Step 105000 | Order = 0.039697219332336421 | Time = 16s
Step 106000 | Order = 0.020816080397766303 | Time = 16s
Step 107000 | Order = 0.0032415357013468793 | Time = 16s
Step 108000 | Order = 0.030370574004005071 | Time = 16s
Step 109000 | Order = 0.015333105857712765 | Time = 17s
Step 110000 | Order = 0.019373150553800015 | Time = 17s
Step 111000 | Order = 0.011006616429268073 | Time = 17s
Step 112000 | Order = 0.027676359146692059 | Time = 17s
Step 113000 | Order = 0.01442556215466914 | Time = 17s
Step 114000 | Order = 0.024087059342104564 | Time = 17s
Step 115000 | Order = 0.0099991500941393179 | Time = 17s
Step 116000 | Order = 0.0033520925623008423 | Time = 18s
Step 117000 | Order = 0.0035874952180815845 | Time = 18s
Step 118000 | Order = 0.02903583641705795 | Time = 18s
Step 119000 | Order = 0.016635863475184982 | Time = 18s
Step 120000 | Order = 0.026134564933448765 | Time = 18s
Step 121000 | Order = 0.025183047531215492 | Time = 18s
Step 122000 | Order = 0.02336324168676519 | Time = 18s
Step 123000 | Order = 0.031882800468526727 | Time = 19s
Step 124000 | Order = 0.01442632671626937 | Time = 19s
Step 125000 | Order = 0.015199580117564324 | Time = 19s
Step 126000 | Order = 0.019897612385334589 | Time = 19s
Step 127000 | Order = 0.032957021235255284 | Time = 19s
Step 128000 | Order = 0.012361391884143168 | Time = 19s
Step 129000 | Order = 0.024447554581138609 | Time = 19s
Step 130000 | Order = 0.035948356634444137 | Time = 19s
Step 131000 | Order = 0.017483918834490103 | Time = 20s
Step 132000 | Order = 0.02038504788582516 | Time = 20s
Step 133000 | Order = 0.0055653721511660821 | Time = 20s
Step 134000 | Order = 0.012195822756849623 | Time = 20s
Step 135000 | Order = 0.031109186781991927 | Time = 20s
Step 136000 | Order = 0.018132782003381781 | Time = 20s
Step 137000 | Order = 0.0074246720725449251 | Time = 20s
Step 138000 | Order = 0.029804828161562758 | Time = 21s
Step 139000 | Order = 0.013808731234306999 | Time = 21s
Step 140000 | Order = 0.019700108503120203 | Time = 21s
Step 141000 | Order = 0.039664731776509865 | Time = 21s
Step 142000 | Order = 0.020689909234259639 | Time = 21s
Step 143000 | Order = 0.0078004454752801872 | Time = 21s
Step 144000 | Order = 0.017500476209313276 | Time = 21s
Step 145000 | Order = 0.020283052960596053 | Time = 22s
Step 146000 | Order = 0.017561407804158054 | Time = 22s
Step 147000 | Order = 0.0094480289338026453 | Time = 22s
Step 148000 | Order = 0.020678911964954604 | Time = 22s
Step 149000 | Order = 0.012136435889737411 | Time = 22s
Step 150000 | Order = 0.017386978616632742 | Time = 22s
Step 151000 | Order = 0.020895604728722053 | Time = 22s
Step 152000 | Order = 0.028407167074954224 | Time = 23s
Step 153000 | Order = 0.029310581044665922 | Time = 23s
Step 154000 | Order = 0.02315910966266484 | Time = 23s
Step 155000 | Order = 0.01164694263221399 | Time = 23s
