Simulation #105, Parameters: eta = 0.399976 | rho = 0.327959 | v0 = 0.314172s
Step 0 | Order = 0.017412042444585968 | Time = 0s
Step 1000 | Order = 0.0091894461850237901 | Time = 0s
Step 2000 | Order = 0.017073017589438876 | Time = 0s
Step 3000 | Order = 0.04812986830597419 | Time = 1s
Step 4000 | Order = 0.031416557652243028 | Time = 1s
Step 5000 | Order = 0.0139486101526415 | Time = 2s
Step 6000 | Order = 0.020150939767380017 | Time = 2s
Step 7000 | Order = 0.038739846448732622 | Time = 3s
Step 8000 | Order = 0.0058032345672576749 | Time = 3s
Step 9000 | Order = 0.018548760407802293 | Time = 3s
Step 10000 | Order = 0.0095304377857014823 | Time = 4s
Step 11000 | Order = 0.031572942171007347 | Time = 4s
Step 12000 | Order = 0.023981315233836505 | Time = 5s
Step 13000 | Order = 0.011533182963533412 | Time = 5s
Step 14000 | Order = 0.0097570446703830749 | Time = 5s
Step 15000 | Order = 0.043451770508394869 | Time = 6s
Step 16000 | Order = 0.0090534866314098718 | Time = 6s
Step 17000 | Order = 0.031624392397665825 | Time = 7s
Step 18000 | Order = 0.038593324890212367 | Time = 7s
Step 19000 | Order = 0.027147521666923528 | Time = 8s
Step 20000 | Order = 0.023528013299750059 | Time = 8s
Step 21000 | Order = 0.0086063113171716832 | Time = 8s
Step 22000 | Order = 0.017393056518360105 | Time = 9s
Step 23000 | Order = 0.021628286624828005 | Time = 9s
Step 24000 | Order = 0.016582493158637572 | Time = 10s
Step 25000 | Order = 0.010373563295750803 | Time = 10s
Step 26000 | Order = 0.014986675895502141 | Time = 10s
Step 27000 | Order = 0.017997120174842455 | Time = 11s
Step 28000 | Order = 0.032137912518985595 | Time = 11s
Step 29000 | Order = 0.0062869762401916397 | Time = 12s
Step 30000 | Order = 0.033563885844095843 | Time = 12s
Step 31000 | Order = 0.031990969717875156 | Time = 13s
Step 32000 | Order = 0.056103036013409477 | Time = 13s
Step 33000 | Order = 0.0088224128745173352 | Time = 13s
Step 34000 | Order = 0.011109907931804835 | Time = 14s
Step 35000 | Order = 0.016439616588540991 | Time = 14s
Step 36000 | Order = 0.0081051148013746004 | Time = 15s
Step 37000 | Order = 0.034860216480872681 | Time = 15s
Step 38000 | Order = 0.023045614429331958 | Time = 15s
Step 39000 | Order = 0.011005677918852959 | Time = 16s
Step 40000 | Order = 0.034462904246990819 | Time = 16s
Step 41000 | Order = 0.028303342035397427 | Time = 17s
Step 42000 | Order = 0.0070625534967176428 | Time = 17s
Step 43000 | Order = 0.026934697658673068 | Time = 17s
Step 44000 | Order = 0.02201780237459788 | Time = 18s
Step 45000 | Order = 0.02674399906916395 | Time = 18s
Step 46000 | Order = 0.014346009929675826 | Time = 19s
Step 47000 | Order = 0.040197192366098471 | Time = 19s
Step 48000 | Order = 0.02595630839780597 | Time = 20s
Step 49000 | Order = 0.027967174466927706 | Time = 20s
Step 50000 | Order = 0.037046112314208061 | Time = 20s
Step 51000 | Order = 0.044604954495715055 | Time = 21s
Step 52000 | Order = 0.026691700162856307 | Time = 21s
Step 53000 | Order = 0.02497742561235693 | Time = 22s
Step 54000 | Order = 0.050487005201722716 | Time = 22s
Step 55000 | Order = 0.017161592987581308 | Time = 23s
Step 56000 | Order = 0.01467080905050505 | Time = 23s
Step 57000 | Order = 0.012714185387126882 | Time = 23s
Step 58000 | Order = 0.019829972711492533 | Time = 24s
Step 59000 | Order = 0.021289914853623883 | Time = 24s
Step 60000 | Order = 0.03141388247565656 | Time = 25s
Step 61000 | Order = 0.033472063889699054 | Time = 25s
Step 62000 | Order = 0.041272874350493156 | Time = 26s
Step 63000 | Order = 0.023579242228034362 | Time = 26s
Step 64000 | Order = 0.060069789673017827 | Time = 26s
Step 65000 | Order = 0.03177928231716233 | Time = 27s
Step 66000 | Order = 0.034772666184540481 | Time = 27s
Step 67000 | Order = 0.024690205579532668 | Time = 28s
Step 68000 | Order = 0.019117204474773278 | Time = 28s
Step 69000 | Order = 0.043240335778712606 | Time = 28s
Step 70000 | Order = 0.037396009163693261 | Time = 29s
Step 71000 | Order = 0.017706616760716502 | Time = 29s
Step 72000 | Order = 0.020680687536185422 | Time = 30s
Step 73000 | Order = 0.010756258307302877 | Time = 30s
Step 74000 | Order = 0.017946550087206019 | Time = 31s
Step 75000 | Order = 0.013103696655664463 | Time = 31s
Step 76000 | Order = 0.021999613305092171 | Time = 31s
Step 77000 | Order = 0.014151109071252738 | Time = 32s
Step 78000 | Order = 0.049057722787604993 | Time = 32s
Step 79000 | Order = 0.0076765332708916756 | Time = 33s
Step 80000 | Order = 0.029236111216877008 | Time = 33s
Step 81000 | Order = 0.0054013781789404502 | Time = 33s
Step 82000 | Order = 0.007350376127730456 | Time = 34s
Step 83000 | Order = 0.0035909298152871439 | Time = 34s
Step 84000 | Order = 0.015359348638878962 | Time = 35s
Step 85000 | Order = 0.035167821673877844 | Time = 35s
Step 86000 | Order = 0.037044027954784571 | Time = 36s
Step 87000 | Order = 0.027516039219655248 | Time = 36s
Step 88000 | Order = 0.052831423214295854 | Time = 36s
Step 89000 | Order = 0.0056241074238371925 | Time = 37s
Step 90000 | Order = 0.035240038613756658 | Time = 37s
Step 91000 | Order = 0.038002993667411417 | Time = 38s
Step 92000 | Order = 0.022185316126280948 | Time = 38s
Step 93000 | Order = 0.032334756430257836 | Time = 38s
Step 94000 | Order = 0.031994942248346293 | Time = 39s
Step 95000 | Order = 0.029788105819722202 | Time = 39s
Step 96000 | Order = 0.013880403146261572 | Time = 40s
Step 97000 | Order = 0.044681747686905075 | Time = 40s
Step 98000 | Order = 0.022845284657125074 | Time = 41s
Step 99000 | Order = 0.019231977055919832 | Time = 41s
Step 100000 | Order = 0.01271736360688315 | Time = 41s
Step 101000 | Order = 0.024113936474838057 | Time = 42s
Step 102000 | Order = 0.0073503989437945531 | Time = 42s
Step 103000 | Order = 0.0036341995267018387 | Time = 43s
Step 104000 | Order = 0.019982002997322099 | Time = 43s
Step 105000 | Order = 0.023633841824722907 | Time = 44s
Step 106000 | Order = 0.024287908605798245 | Time = 44s
Step 107000 | Order = 0.031768699992593935 | Time = 44s
Step 108000 | Order = 0.010080021919412516 | Time = 45s
Step 109000 | Order = 0.042553813150845658 | Time = 45s
Step 110000 | Order = 0.013030732148611304 | Time = 46s
Step 111000 | Order = 0.035141734037490706 | Time = 46s
Step 112000 | Order = 0.016796466953640815 | Time = 46s
Step 113000 | Order = 0.013195062091507977 | Time = 47s
Step 114000 | Order = 0.033745053934480455 | Time = 47s
Step 115000 | Order = 0.0088215211685169909 | Time = 48s
Step 116000 | Order = 0.013356749349549737 | Time = 48s
Step 117000 | Order = 0.044810996184046555 | Time = 49s
Step 118000 | Order = 0.034258968554754694 | Time = 49s
Step 119000 | Order = 0.023450464929866046 | Time = 49s
Step 120000 | Order = 0.018627230151878813 | Time = 50s
Step 121000 | Order = 0.0073897732195003707 | Time = 50s
Step 122000 | Order = 0.031051432271058128 | Time = 51s
Step 123000 | Order = 0.035770658661281179 | Time = 51s
Step 124000 | Order = 0.023115502471872267 | Time = 51s
Step 125000 | Order = 0.028724628755377943 | Time = 52s
Step 126000 | Order = 0.01397387815859852 | Time = 52s
Step 127000 | Order = 0.040945404145486662 | Time = 53s
Step 128000 | Order = 0.034050914751723178 | Time = 53s
Step 129000 | Order = 0.012813519219198296 | Time = 54s
Step 130000 | Order = 0.047013017155458463 | Time = 54s
Step 131000 | Order = 0.026696025829498989 | Time = 54s
Step 132000 | Order = 0.015448464851151469 | Time = 55s
Step 133000 | Order = 0.028675930240343057 | Time = 55s
Step 134000 | Order = 0.046364402544796561 | Time = 56s
Step 135000 | Order = 0.034360216781878943 | Time = 56s
Step 136000 | Order = 0.022828510237689625 | Time = 56s
Step 137000 | Order = 0.0021503263410643748 | Time = 57s
Step 138000 | Order = 0.03268874188942248 | Time = 57s
Step 139000 | Order = 0.033847363263980225 | Time = 58s
Step 140000 | Order = 0.015556466446398737 | Time = 58s
Step 141000 | Order = 0.015481459362409638 | Time = 59s
Step 142000 | Order = 0.013271277559235463 | Time = 59s
Step 143000 | Order = 0.022990467205231655 | Time = 59s
Step 144000 | Order = 0.036939953787509729 | Time = 60s
Step 145000 | Order = 0.031142742205371839 | Time = 60s
