Simulation #128, Parameters: eta = 0.657290 | rho = 0.264396 | v0 = 0.196264s
Step 0 | Order = 0.021676915460376825 | Time = 0s
Step 1000 | Order = 0.026614757480413781 | Time = 0s
Step 2000 | Order = 0.030699893624802587 | Time = 1s
Step 3000 | Order = 0.0072696441108440384 | Time = 1s
Step 4000 | Order = 0.011297801634746743 | Time = 1s
Step 5000 | Order = 0.024093131643239771 | Time = 2s
Step 6000 | Order = 0.011283507858533435 | Time = 2s
Step 7000 | Order = 0.005788243517305002 | Time = 2s
Step 8000 | Order = 0.023620269056925752 | Time = 3s
Step 9000 | Order = 0.029713493988896448 | Time = 3s
Step 10000 | Order = 0.014216388749232827 | Time = 3s
Step 11000 | Order = 0.0092533165661089177 | Time = 3s
Step 12000 | Order = 0.0083863278483326115 | Time = 4s
Step 13000 | Order = 0.0097342964315120396 | Time = 4s
Step 14000 | Order = 0.008328785752749172 | Time = 4s
Step 15000 | Order = 0.0053358505466713805 | Time = 5s
Step 16000 | Order = 0.0085659145041964962 | Time = 5s
Step 17000 | Order = 0.0097741303181671721 | Time = 5s
Step 18000 | Order = 0.017733908944304599 | Time = 6s
Step 19000 | Order = 0.025265964894268009 | Time = 6s
Step 20000 | Order = 0.0087407134959149851 | Time = 6s
Step 21000 | Order = 0.025872780358454858 | Time = 6s
Step 22000 | Order = 0.010426285768271081 | Time = 7s
Step 23000 | Order = 0.0066517231271824694 | Time = 7s
Step 24000 | Order = 0.01165142808875169 | Time = 7s
Step 25000 | Order = 0.019430028862548056 | Time = 8s
Step 26000 | Order = 0.038661312725827415 | Time = 8s
Step 27000 | Order = 0.013575891516174934 | Time = 8s
Step 28000 | Order = 0.011844131767551119 | Time = 9s
Step 29000 | Order = 0.012288438534772426 | Time = 9s
Step 30000 | Order = 0.026027328270979561 | Time = 9s
Step 31000 | Order = 0.029619325781235974 | Time = 9s
Step 32000 | Order = 0.0061748705582123651 | Time = 10s
Step 33000 | Order = 0.006706865673345044 | Time = 10s
Step 34000 | Order = 0.0082838751237879985 | Time = 10s
Step 35000 | Order = 0.0062091625851082525 | Time = 11s
Step 36000 | Order = 0.016803772221381467 | Time = 11s
Step 37000 | Order = 0.0080665827962263462 | Time = 11s
Step 38000 | Order = 0.007490801562252211 | Time = 12s
Step 39000 | Order = 0.014202564483209733 | Time = 12s
Step 40000 | Order = 0.019481135354503503 | Time = 12s
Step 41000 | Order = 0.010048781179820467 | Time = 12s
Step 42000 | Order = 0.0065260755514777481 | Time = 13s
Step 43000 | Order = 0.019061560870604063 | Time = 13s
Step 44000 | Order = 0.01160915060099614 | Time = 13s
Step 45000 | Order = 0.010869142395916435 | Time = 14s
Step 46000 | Order = 0.0031322594981892365 | Time = 14s
Step 47000 | Order = 0.025449014916199629 | Time = 14s
Step 48000 | Order = 0.011675447530318512 | Time = 15s
Step 49000 | Order = 0.0031161890823508936 | Time = 15s
Step 50000 | Order = 0.023507230691293773 | Time = 15s
Step 51000 | Order = 0.021222817064119732 | Time = 16s
Step 52000 | Order = 0.01422547178955531 | Time = 16s
Step 53000 | Order = 0.015438313136130952 | Time = 17s
Step 54000 | Order = 0.0094185727587362666 | Time = 17s
Step 55000 | Order = 0.0073856975729519733 | Time = 17s
Step 56000 | Order = 0.00703875550953243 | Time = 18s
Step 57000 | Order = 0.0094131760969823515 | Time = 18s
Step 58000 | Order = 0.015429163966698899 | Time = 18s
Step 59000 | Order = 0.01992704185914829 | Time = 18s
Step 60000 | Order = 0.026285519790549938 | Time = 19s
Step 61000 | Order = 0.0075637251105796664 | Time = 19s
Step 62000 | Order = 0.014148945782849124 | Time = 19s
Step 63000 | Order = 0.0072817725508656462 | Time = 20s
Step 64000 | Order = 0.014104713302337738 | Time = 20s
Step 65000 | Order = 0.039914504779572368 | Time = 20s
Step 66000 | Order = 0.024642529557309143 | Time = 21s
Step 67000 | Order = 0.027420503613511081 | Time = 21s
Step 68000 | Order = 0.0081442587001297091 | Time = 21s
Step 69000 | Order = 0.02294638048471484 | Time = 21s
Step 70000 | Order = 0.0077329791950044233 | Time = 22s
Step 71000 | Order = 0.019774738372104181 | Time = 22s
Step 72000 | Order = 0.0078304163660048061 | Time = 22s
Step 73000 | Order = 0.0060950351730942702 | Time = 23s
Step 74000 | Order = 0.023679945346987322 | Time = 23s
Step 75000 | Order = 0.016707925246314547 | Time = 23s
Step 76000 | Order = 0.017927741687944931 | Time = 24s
Step 77000 | Order = 0.0034901434293621264 | Time = 24s
Step 78000 | Order = 0.015413052141272516 | Time = 24s
