Simulation #168, Parameters: eta = 0.911068 | rho = 0.209721 | v0 = 0.0141699s
Step 0 | Order = 0.0213363078833716 | Time = 0s
Step 1000 | Order = 0.010123058800762258 | Time = 0s
Step 2000 | Order = 0.026577005822973801 | Time = 0s
Step 3000 | Order = 0.019796940167462928 | Time = 1s
Step 4000 | Order = 0.010845272578118289 | Time = 1s
Step 5000 | Order = 0.032899318694900918 | Time = 1s
Step 6000 | Order = 0.024153535667716185 | Time = 1s
Step 7000 | Order = 0.028497029932394183 | Time = 1s
Step 8000 | Order = 0.024124080316387835 | Time = 2s
Step 9000 | Order = 0.0080239516450348013 | Time = 2s
Step 10000 | Order = 0.014557139762928955 | Time = 2s
Step 11000 | Order = 0.02919940387619693 | Time = 2s
Step 12000 | Order = 0.023654972037364747 | Time = 3s
Step 13000 | Order = 0.01231341984916824 | Time = 3s
Step 14000 | Order = 0.0043142080633524031 | Time = 3s
Step 15000 | Order = 0.011265788042864383 | Time = 3s
Step 16000 | Order = 0.010278128504196345 | Time = 4s
Step 17000 | Order = 0.019538790190719135 | Time = 4s
Step 18000 | Order = 0.013760780839334926 | Time = 4s
Step 19000 | Order = 0.015343313336915576 | Time = 4s
Step 20000 | Order = 0.01142784102421136 | Time = 4s
Step 21000 | Order = 0.024593888157375836 | Time = 5s
Step 22000 | Order = 0.016371351623765504 | Time = 5s
Step 23000 | Order = 0.0058791805031660031 | Time = 5s
Step 24000 | Order = 0.025059865349001519 | Time = 5s
Step 25000 | Order = 0.016397845957618604 | Time = 6s
Step 26000 | Order = 0.012352505293123036 | Time = 6s
Step 27000 | Order = 0.021545785409773345 | Time = 6s
Step 28000 | Order = 0.016002493224079459 | Time = 6s
Step 29000 | Order = 0.0078945559983055486 | Time = 7s
Step 30000 | Order = 0.010721781396730341 | Time = 7s
Step 31000 | Order = 0.019631652305997067 | Time = 7s
Step 32000 | Order = 0.020453553591591435 | Time = 7s
Step 33000 | Order = 0.019024648298716609 | Time = 7s
Step 34000 | Order = 0.018232098195096996 | Time = 8s
Step 35000 | Order = 0.022290483893324397 | Time = 8s
Step 36000 | Order = 0.018178653409896609 | Time = 8s
Step 37000 | Order = 0.018321336962608539 | Time = 8s
Step 38000 | Order = 0.017401524518912116 | Time = 9s
Step 39000 | Order = 0.0052887221466165757 | Time = 9s
Step 40000 | Order = 0.0090802340363690774 | Time = 9s
Step 41000 | Order = 0.014513594475526671 | Time = 9s
Step 42000 | Order = 0.001819833035491716 | Time = 10s
Step 43000 | Order = 0.01348094920191459 | Time = 10s
Step 44000 | Order = 0.01543522255500855 | Time = 10s
Step 45000 | Order = 0.006835234815010539 | Time = 10s
Step 46000 | Order = 0.01928932648217235 | Time = 10s
Step 47000 | Order = 0.016405735618534888 | Time = 11s
Step 48000 | Order = 0.021797723563038343 | Time = 11s
Step 49000 | Order = 0.0044953579220618593 | Time = 11s
Step 50000 | Order = 0.010820151116182794 | Time = 11s
Step 51000 | Order = 0.016154353058522832 | Time = 18s
Step 52000 | Order = 0.0053781021562942476 | Time = 18s
Step 53000 | Order = 0.018152925128920555 | Time = 18s
Step 54000 | Order = 0.023392342972652962 | Time = 19s
Step 55000 | Order = 0.012279681003810963 | Time = 19s
Step 56000 | Order = 0.0090183179590380101 | Time = 19s
Step 57000 | Order = 0.014730817715147124 | Time = 19s
Step 58000 | Order = 0.022045542441271351 | Time = 19s
Step 59000 | Order = 0.04094083079741008 | Time = 20s
Step 60000 | Order = 0.010607276984913396 | Time = 20s
Step 61000 | Order = 0.026638141104980216 | Time = 20s
Step 62000 | Order = 0.029909906583256166 | Time = 20s
Step 63000 | Order = 0.020019501018421513 | Time = 21s
Step 64000 | Order = 0.033744700382663376 | Time = 21s
Step 65000 | Order = 0.0097434882708803232 | Time = 21s
Step 66000 | Order = 0.0069741127492439457 | Time = 21s
Step 67000 | Order = 0.02029968797918506 | Time = 21s
Step 68000 | Order = 0.023560712420525872 | Time = 22s
Step 69000 | Order = 0.0073178980557059596 | Time = 22s
Step 70000 | Order = 0.006263163530882224 | Time = 22s
Step 71000 | Order = 0.012623456474576362 | Time = 22s
Step 72000 | Order = 0.016830351744001715 | Time = 23s
Step 73000 | Order = 0.013484334696171048 | Time = 23s
Step 74000 | Order = 0.014744309233908232 | Time = 23s
Step 75000 | Order = 0.0088755852410830286 | Time = 23s
Step 76000 | Order = 0.037653658515159942 | Time = 24s
Step 77000 | Order = 0.010673476341959566 | Time = 24s
Step 78000 | Order = 0.0036178425936103618 | Time = 24s
Step 79000 | Order = 0.015380761050214653 | Time = 24s
Step 80000 | Order = 0.013719225765597701 | Time = 24s
Step 81000 | Order = 0.011452739637992466 | Time = 25s
Step 82000 | Order = 0.011187964663928534 | Time = 25s
Step 83000 | Order = 0.017652079420980942 | Time = 25s
Step 84000 | Order = 0.008834094802461695 | Time = 25s
Step 85000 | Order = 0.0097710616677893283 | Time = 26s
Step 86000 | Order = 0.0078412875279866203 | Time = 26s
Step 87000 | Order = 0.01998232193704352 | Time = 26s
Step 88000 | Order = 0.0079494673057809214 | Time = 26s
Step 89000 | Order = 0.009064205985509893 | Time = 27s
Step 90000 | Order = 0.015563366526804069 | Time = 27s
Step 91000 | Order = 0.01130001021981822 | Time = 27s
Step 92000 | Order = 0.024737505182734102 | Time = 27s
Step 93000 | Order = 0.01277377381327118 | Time = 27s
Step 94000 | Order = 0.023714256674335507 | Time = 28s
Step 95000 | Order = 0.029687633660214437 | Time = 28s
Step 96000 | Order = 0.027354618543002605 | Time = 28s
Step 97000 | Order = 0.010688320406822185 | Time = 28s
Step 98000 | Order = 0.022536451460420232 | Time = 29s
Step 99000 | Order = 0.0077504765811921778 | Time = 29s
Step 100000 | Order = 0.017572994303965361 | Time = 29s
Step 101000 | Order = 0.015095212310655488 | Time = 30s
Step 102000 | Order = 0.021251759517886451 | Time = 30s
Step 103000 | Order = 0.035379503713118453 | Time = 31s
Step 104000 | Order = 0.031055222834691181 | Time = 31s
Step 105000 | Order = 0.0097532848315611525 | Time = 31s
Step 106000 | Order = 0.012191663588180753 | Time = 31s
Step 107000 | Order = 0.013752313912087883 | Time = 32s
Step 108000 | Order = 0.011111196327461602 | Time = 32s
Step 109000 | Order = 0.011202413299419237 | Time = 32s
Step 110000 | Order = 0.02817333966562726 | Time = 32s
Step 111000 | Order = 0.016398535782393735 | Time = 33s
Step 112000 | Order = 0.014938613877980112 | Time = 33s
Step 113000 | Order = 0.017885076283028007 | Time = 33s
Step 114000 | Order = 0.025636348345903299 | Time = 33s
Step 115000 | Order = 0.014209866201204589 | Time = 33s
Step 116000 | Order = 0.018170484051594729 | Time = 34s
Step 117000 | Order = 0.0067496582520490626 | Time = 34s
Step 118000 | Order = 0.0023973825062881225 | Time = 34s
Step 119000 | Order = 0.018980133598113791 | Time = 34s
Step 120000 | Order = 0.022519261223957112 | Time = 35s
Step 121000 | Order = 0.0092543849166179439 | Time = 35s
Step 122000 | Order = 0.012386297273726908 | Time = 35s
Step 123000 | Order = 0.012289068317088085 | Time = 35s
Step 124000 | Order = 0.028711766043155156 | Time = 35s
Step 125000 | Order = 0.027500987053981438 | Time = 36s
Step 126000 | Order = 0.0090209236207954551 | Time = 36s
Step 127000 | Order = 0.020344086178293787 | Time = 36s
Step 128000 | Order = 0.0040586770811391441 | Time = 36s
Step 129000 | Order = 0.0074939192277294585 | Time = 37s
Step 130000 | Order = 0.026483908863630105 | Time = 37s
Step 131000 | Order = 0.023173910012189939 | Time = 37s
Step 132000 | Order = 0.02405052310754251 | Time = 37s
Step 133000 | Order = 0.0080509251294197046 | Time = 38s
Step 134000 | Order = 0.0036726631652510798 | Time = 38s
Step 135000 | Order = 0.025034644171093353 | Time = 38s
Step 136000 | Order = 0.010506920045311971 | Time = 38s
Step 137000 | Order = 0.0199614771588375 | Time = 38s
Step 138000 | Order = 0.015369043558688469 | Time = 39s
Step 139000 | Order = 0.021110772768776438 | Time = 39s
Step 140000 | Order = 0.016099262915829516 | Time = 39s
