Simulation #133, Parameters: eta = 0.574797 | rho = 0.137520 | v0 = 0.399776s
Step 0 | Order = 0.022189145441469185 | Time = 0s
Step 1000 | Order = 0.022924221605350143 | Time = 0s
Step 2000 | Order = 0.023521398076711969 | Time = 0s
Step 3000 | Order = 0.026575318196032767 | Time = 0s
Step 4000 | Order = 0.0086978179315540648 | Time = 0s
Step 5000 | Order = 0.020153564082705105 | Time = 0s
Step 6000 | Order = 0.031358616370530647 | Time = 1s
Step 7000 | Order = 0.039199554970026688 | Time = 1s
Step 8000 | Order = 0.014801405130992033 | Time = 1s
Step 9000 | Order = 0.027618066419797391 | Time = 1s
Step 10000 | Order = 0.028256983780112856 | Time = 1s
Step 11000 | Order = 0.0082347386266674351 | Time = 1s
Step 12000 | Order = 0.036634597485497307 | Time = 2s
Step 13000 | Order = 0.043510825704686597 | Time = 2s
Step 14000 | Order = 0.02933957007420164 | Time = 2s
Step 15000 | Order = 0.042613465626868685 | Time = 2s
Step 16000 | Order = 0.016549422081923639 | Time = 2s
Step 17000 | Order = 0.012359056340335857 | Time = 2s
Step 18000 | Order = 0.032951362982554737 | Time = 2s
Step 19000 | Order = 0.0084123950252529903 | Time = 3s
Step 20000 | Order = 0.02008377509557616 | Time = 3s
Step 21000 | Order = 0.014725365210662051 | Time = 3s
Step 22000 | Order = 0.017023018439030074 | Time = 3s
Step 23000 | Order = 0.04041854948251683 | Time = 3s
Step 24000 | Order = 0.024295047534035434 | Time = 3s
Step 25000 | Order = 0.017306720542014015 | Time = 4s
Step 26000 | Order = 0.031669483464874484 | Time = 4s
Step 27000 | Order = 0.0065001299059202107 | Time = 4s
Step 28000 | Order = 0.014983471325125907 | Time = 4s
Step 29000 | Order = 0.021319283270942249 | Time = 4s
Step 30000 | Order = 0.011799546864966233 | Time = 4s
Step 31000 | Order = 0.01474855755925903 | Time = 4s
Step 32000 | Order = 0.022491682605707105 | Time = 5s
Step 33000 | Order = 0.01898566742897408 | Time = 5s
Step 34000 | Order = 0.034043390304581818 | Time = 5s
Step 35000 | Order = 0.022677747983724721 | Time = 5s
Step 36000 | Order = 0.044013889890440888 | Time = 5s
Step 37000 | Order = 0.013123936402649427 | Time = 5s
Step 38000 | Order = 0.022761437465218005 | Time = 6s
Step 39000 | Order = 0.019357449167487693 | Time = 6s
Step 40000 | Order = 0.020001004584224127 | Time = 6s
Step 41000 | Order = 0.020660364753194091 | Time = 6s
Step 42000 | Order = 0.035105045203823827 | Time = 6s
Step 43000 | Order = 0.014989935109252934 | Time = 6s
Step 44000 | Order = 0.01649021796200462 | Time = 6s
Step 45000 | Order = 0.021204193894419337 | Time = 7s
Step 46000 | Order = 0.01371249481929236 | Time = 7s
Step 47000 | Order = 0.0049775102361450047 | Time = 7s
Step 48000 | Order = 0.010489403304235952 | Time = 7s
Step 49000 | Order = 0.012190718620880754 | Time = 7s
Step 50000 | Order = 0.026112214779105407 | Time = 7s
Step 51000 | Order = 0.015050514789624662 | Time = 11s
Step 52000 | Order = 0.01322016892626433 | Time = 11s
Step 53000 | Order = 0.014861112071373906 | Time = 11s
Step 54000 | Order = 0.039957694280081224 | Time = 11s
Step 55000 | Order = 0.017969887532597883 | Time = 11s
Step 56000 | Order = 0.023937753367580139 | Time = 11s
Step 57000 | Order = 0.034564928045433076 | Time = 12s
Step 58000 | Order = 0.019106201866607293 | Time = 12s
Step 59000 | Order = 0.012933648617593744 | Time = 12s
Step 60000 | Order = 0.026539914379185812 | Time = 12s
Step 61000 | Order = 0.019555538319682503 | Time = 12s
Step 62000 | Order = 0.022073368072950236 | Time = 12s
Step 63000 | Order = 0.027312910716827309 | Time = 13s
Step 64000 | Order = 0.030204915997193073 | Time = 13s
Step 65000 | Order = 0.0083918393999109844 | Time = 13s
Step 66000 | Order = 0.0042003345176914939 | Time = 13s
Step 67000 | Order = 0.012870056382183004 | Time = 13s
Step 68000 | Order = 0.042692920192015649 | Time = 13s
Step 69000 | Order = 0.026219317925381753 | Time = 13s
Step 70000 | Order = 0.017130198757862383 | Time = 14s
Step 71000 | Order = 0.035945737773316402 | Time = 14s
Step 72000 | Order = 0.014234003165288217 | Time = 14s
Step 73000 | Order = 0.018090494771579885 | Time = 14s
Step 74000 | Order = 0.0087343439225072133 | Time = 14s
Step 75000 | Order = 0.015874912136971561 | Time = 14s
Step 76000 | Order = 0.036223205632449046 | Time = 15s
Step 77000 | Order = 0.0073836754848313783 | Time = 15s
Step 78000 | Order = 0.0092757392806891176 | Time = 15s
Step 79000 | Order = 0.021520498019488483 | Time = 15s
Step 80000 | Order = 0.0082839359105625083 | Time = 15s
Step 81000 | Order = 0.03635974822397596 | Time = 15s
Step 82000 | Order = 0.013663936413343823 | Time = 15s
Step 83000 | Order = 0.031400359445517702 | Time = 16s
Step 84000 | Order = 0.0088326929555374613 | Time = 16s
Step 85000 | Order = 0.018297345569189414 | Time = 16s
Step 86000 | Order = 0.02680744759119021 | Time = 16s
Step 87000 | Order = 0.030511953005828998 | Time = 16s
Step 88000 | Order = 0.0025255800745408149 | Time = 16s
Step 89000 | Order = 0.022918775902775912 | Time = 17s
Step 90000 | Order = 0.00769854774154666 | Time = 17s
Step 91000 | Order = 0.0089727881341860223 | Time = 17s
Step 92000 | Order = 0.015560464675794325 | Time = 17s
Step 93000 | Order = 0.015804462776561657 | Time = 17s
Step 94000 | Order = 0.03742231895097238 | Time = 17s
Step 95000 | Order = 0.005173458038363131 | Time = 17s
Step 96000 | Order = 0.0044052881279656583 | Time = 18s
Step 97000 | Order = 0.0041122118732891391 | Time = 18s
Step 98000 | Order = 0.030002435838629625 | Time = 18s
Step 99000 | Order = 0.036697762965873508 | Time = 18s
Step 100000 | Order = 0.0091301915238863503 | Time = 18s
Step 101000 | Order = 0.010741178246994504 | Time = 20s
Step 102000 | Order = 0.014538930182516507 | Time = 20s
Step 103000 | Order = 0.026962364410398815 | Time = 20s
Step 104000 | Order = 0.02152564711363664 | Time = 21s
Step 105000 | Order = 0.0012798197011494458 | Time = 21s
Step 106000 | Order = 0.0060604146102392108 | Time = 21s
Step 107000 | Order = 0.031180065521880952 | Time = 21s
Step 108000 | Order = 0.0069746280550718378 | Time = 21s
Step 109000 | Order = 0.028298816043594143 | Time = 21s
Step 110000 | Order = 0.024010973332322823 | Time = 22s
Step 111000 | Order = 0.032001235909694586 | Time = 22s
Step 112000 | Order = 0.030680152363821822 | Time = 22s
Step 113000 | Order = 0.0059627707315998823 | Time = 22s
Step 114000 | Order = 0.010582165231745303 | Time = 22s
Step 115000 | Order = 0.015598253763704169 | Time = 22s
Step 116000 | Order = 0.023669524388179909 | Time = 22s
Step 117000 | Order = 0.013268452235274166 | Time = 23s
Step 118000 | Order = 0.016770322097703808 | Time = 23s
Step 119000 | Order = 0.0019631118476368197 | Time = 23s
Step 120000 | Order = 0.02595073116985009 | Time = 23s
Step 121000 | Order = 0.0053294071434158386 | Time = 23s
Step 122000 | Order = 0.026165123771604851 | Time = 23s
Step 123000 | Order = 0.028872357232395091 | Time = 24s
Step 124000 | Order = 0.031868937498844847 | Time = 24s
Step 125000 | Order = 0.0210116143430427 | Time = 24s
Step 126000 | Order = 0.012193950229330836 | Time = 24s
Step 127000 | Order = 0.028854605565711566 | Time = 24s
Step 128000 | Order = 0.0079256058016071787 | Time = 24s
Step 129000 | Order = 0.021139456218323329 | Time = 24s
Step 130000 | Order = 0.014118825233610886 | Time = 25s
