Simulation #21, Parameters: eta = 0.900632 | rho = 0.937057 | v0 = 0.900632s
Step 0 | Order = 0.0087164985768373969 | Time = 0s
Step 1000 | Order = 0.011532224981684503 | Time = 2s
Step 2000 | Order = 0.012104727987564151 | Time = 3s
Step 3000 | Order = 0.012154783892236185 | Time = 5s
Step 4000 | Order = 0.012156905480489004 | Time = 7s
Step 5000 | Order = 0.012155670592590959 | Time = 9s
Step 6000 | Order = 0.012154911396832462 | Time = 10s
Step 7000 | Order = 0.012154577225167712 | Time = 12s
Step 8000 | Order = 0.012154442967808609 | Time = 14s
Step 9000 | Order = 0.012154390954366016 | Time = 16s
Step 10000 | Order = 0.012154371173753942 | Time = 17s
Step 11000 | Order = 0.012154363722993949 | Time = 19s
Step 12000 | Order = 0.012154360933322925 | Time = 21s
Step 13000 | Order = 0.012154359892418417 | Time = 22s
Step 14000 | Order = 0.012154359504837266 | Time = 24s
Step 15000 | Order = 0.012154359360760128 | Time = 26s
Step 16000 | Order = 0.012154359307231655 | Time = 28s
Step 17000 | Order = 0.012154359287355063 | Time = 30s
Step 18000 | Order = 0.012154359279980887 | Time = 32s
Step 19000 | Order = 0.012154359277244181 | Time = 34s
Step 20000 | Order = 0.012154359276228675 | Time = 36s
Step 21000 | Order = 0.012154359275852082 | Time = 38s
Step 22000 | Order = 0.012154359275712295 | Time = 40s
Step 23000 | Order = 0.012154359275660472 | Time = 41s
Step 24000 | Order = 0.012154359275641237 | Time = 43s
Step 25000 | Order = 0.012154359275634101 | Time = 45s
Step 26000 | Order = 0.012154359275631453 | Time = 47s
Step 27000 | Order = 0.01215435927563047 | Time = 48s
Step 28000 | Order = 0.012154359275630099 | Time = 50s
Step 29000 | Order = 0.012154359275629942 | Time = 52s
Step 30000 | Order = 0.012154359275629842 | Time = 53s
Step 31000 | Order = 0.012154359275629842 | Time = 55s
Step 32000 | Order = 0.012154359275629842 | Time = 57s
Step 33000 | Order = 0.01215435927562984 | Time = 59s
Step 34000 | Order = 0.012154359275629838 | Time = 60s
Step 35000 | Order = 0.01215435927562984 | Time = 62s
Step 36000 | Order = 0.012154359275629842 | Time = 64s
Step 37000 | Order = 0.01215435927562984 | Time = 66s
Step 38000 | Order = 0.01215435927562984 | Time = 67s
Step 39000 | Order = 0.01215435927562984 | Time = 69s
Step 40000 | Order = 0.012154359275629842 | Time = 71s
Step 41000 | Order = 0.01215435927562984 | Time = 72s
Step 42000 | Order = 0.012154359275629838 | Time = 74s
Step 43000 | Order = 0.01215435927562984 | Time = 76s
Step 44000 | Order = 0.012154359275629842 | Time = 78s
Step 45000 | Order = 0.01215435927562984 | Time = 79s
Step 46000 | Order = 0.01215435927562984 | Time = 81s
Step 47000 | Order = 0.01215435927562984 | Time = 83s
Step 48000 | Order = 0.012154359275629842 | Time = 85s
Step 49000 | Order = 0.01215435927562984 | Time = 87s
Step 50000 | Order = 0.012154359275629842 | Time = 89s
Step 51000 | Order = 0.01215435927562984 | Time = 91s
Step 52000 | Order = 0.012154359275629842 | Time = 93s
Step 53000 | Order = 0.012154359275629842 | Time = 94s
Step 54000 | Order = 0.012154359275629842 | Time = 96s
Step 55000 | Order = 0.012154359275629842 | Time = 98s
Step 56000 | Order = 0.012154359275629842 | Time = 99s
Step 57000 | Order = 0.01215435927562984 | Time = 101s
Step 58000 | Order = 0.012154359275629838 | Time = 103s
Step 59000 | Order = 0.012154359275629842 | Time = 105s
Step 60000 | Order = 0.01215435927562984 | Time = 106s
Step 61000 | Order = 0.01215435927562984 | Time = 108s
Step 62000 | Order = 0.01215435927562984 | Time = 110s
Step 63000 | Order = 0.012154359275629842 | Time = 112s
Step 64000 | Order = 0.01215435927562984 | Time = 113s
Step 65000 | Order = 0.012154359275629842 | Time = 115s
Step 66000 | Order = 0.012154359275629842 | Time = 117s
Step 67000 | Order = 0.012154359275629842 | Time = 118s
Step 68000 | Order = 0.012154359275629842 | Time = 120s
Step 69000 | Order = 0.012154359275629842 | Time = 122s
Step 70000 | Order = 0.01215435927562984 | Time = 123s
Step 71000 | Order = 0.012154359275629842 | Time = 125s
Step 72000 | Order = 0.012154359275629838 | Time = 127s
Step 73000 | Order = 0.01215435927562984 | Time = 129s
Step 74000 | Order = 0.01215435927562984 | Time = 130s
Step 75000 | Order = 0.01215435927562984 | Time = 132s
Step 76000 | Order = 0.01215435927562984 | Time = 134s
Step 77000 | Order = 0.01215435927562984 | Time = 136s
Step 78000 | Order = 0.01215435927562984 | Time = 137s
Step 79000 | Order = 0.01215435927562984 | Time = 139s
Step 80000 | Order = 0.01215435927562984 | Time = 141s
Step 81000 | Order = 0.01215435927562984 | Time = 142s
Step 82000 | Order = 0.012154359275629842 | Time = 144s
Step 83000 | Order = 0.012154359275629842 | Time = 146s
Step 84000 | Order = 0.01215435927562984 | Time = 148s
Step 85000 | Order = 0.012154359275629842 | Time = 150s
Step 86000 | Order = 0.012154359275629842 | Time = 151s
Step 87000 | Order = 0.01215435927562984 | Time = 153s
Step 88000 | Order = 0.01215435927562984 | Time = 155s
Step 89000 | Order = 0.012154359275629842 | Time = 157s
Step 90000 | Order = 0.012154359275629838 | Time = 158s
Step 91000 | Order = 0.01215435927562984 | Time = 160s
Step 92000 | Order = 0.01215435927562984 | Time = 162s
Step 93000 | Order = 0.012154359275629842 | Time = 164s
Step 94000 | Order = 0.01215435927562984 | Time = 166s
Step 95000 | Order = 0.012154359275629842 | Time = 167s
Step 96000 | Order = 0.01215435927562984 | Time = 169s
Step 97000 | Order = 0.01215435927562984 | Time = 171s
Step 98000 | Order = 0.01215435927562984 | Time = 173s
Step 99000 | Order = 0.01215435927562984 | Time = 174s
Step 100000 | Order = 0.01215435927562984 | Time = 176s
Step 101000 | Order = 0.012154359275629842 | Time = 178s
Step 102000 | Order = 0.01215435927562984 | Time = 180s
Step 103000 | Order = 0.01215435927562984 | Time = 181s
Step 104000 | Order = 0.01215435927562984 | Time = 183s
Step 105000 | Order = 0.01215435927562984 | Time = 185s
Step 106000 | Order = 0.012154359275629842 | Time = 187s
