Simulation #35, Parameters: eta = 0.975393 | rho = 0.154094 | v0 = 0.975393s
Step 0 | Order = 0.022366843201103589 | Time = 0s
Step 1000 | Order = 0.020328825153269909 | Time = 1s
Step 2000 | Order = 0.020328825153269905 | Time = 1s
Step 3000 | Order = 0.020328825153269909 | Time = 2s
Step 4000 | Order = 0.020328825153269905 | Time = 3s
Step 5000 | Order = 0.020328825153269905 | Time = 3s
Step 6000 | Order = 0.020328825153269909 | Time = 3s
Step 7000 | Order = 0.020328825153269905 | Time = 4s
Step 8000 | Order = 0.020328825153269909 | Time = 4s
Step 9000 | Order = 0.020328825153269909 | Time = 4s
Step 10000 | Order = 0.020328825153269905 | Time = 4s
Step 11000 | Order = 0.020328825153269909 | Time = 4s
Step 12000 | Order = 0.020328825153269905 | Time = 5s
Step 13000 | Order = 0.020328825153269909 | Time = 5s
Step 14000 | Order = 0.020328825153269905 | Time = 5s
Step 15000 | Order = 0.020328825153269905 | Time = 6s
Step 16000 | Order = 0.020328825153269905 | Time = 6s
Step 17000 | Order = 0.020328825153269909 | Time = 6s
Step 18000 | Order = 0.020328825153269909 | Time = 6s
Step 19000 | Order = 0.020328825153269909 | Time = 7s
Step 20000 | Order = 0.020328825153269905 | Time = 7s
Step 21000 | Order = 0.020328825153269905 | Time = 7s
Step 22000 | Order = 0.020328825153269909 | Time = 7s
Step 23000 | Order = 0.020328825153269909 | Time = 8s
Step 24000 | Order = 0.020328825153269909 | Time = 8s
Step 25000 | Order = 0.020328825153269905 | Time = 8s
Step 26000 | Order = 0.020328825153269909 | Time = 8s
Step 27000 | Order = 0.020328825153269905 | Time = 9s
Step 28000 | Order = 0.020328825153269905 | Time = 9s
Step 29000 | Order = 0.020328825153269905 | Time = 9s
Step 30000 | Order = 0.020328825153269909 | Time = 9s
Step 31000 | Order = 0.020328825153269909 | Time = 10s
Step 32000 | Order = 0.020328825153269905 | Time = 10s
Step 33000 | Order = 0.020328825153269905 | Time = 10s
Step 34000 | Order = 0.020328825153269905 | Time = 10s
Step 35000 | Order = 0.020328825153269905 | Time = 11s
Step 36000 | Order = 0.020328825153269909 | Time = 11s
Step 37000 | Order = 0.020328825153269905 | Time = 11s
Step 38000 | Order = 0.020328825153269909 | Time = 11s
Step 39000 | Order = 0.020328825153269905 | Time = 11s
Step 40000 | Order = 0.020328825153269905 | Time = 12s
Step 41000 | Order = 0.020328825153269909 | Time = 12s
Step 42000 | Order = 0.020328825153269905 | Time = 12s
Step 43000 | Order = 0.020328825153269909 | Time = 12s
Step 44000 | Order = 0.020328825153269905 | Time = 13s
Step 45000 | Order = 0.020328825153269909 | Time = 13s
Step 46000 | Order = 0.020328825153269905 | Time = 13s
Step 47000 | Order = 0.020328825153269909 | Time = 13s
Step 48000 | Order = 0.020328825153269905 | Time = 14s
Step 49000 | Order = 0.020328825153269909 | Time = 14s
Step 50000 | Order = 0.020328825153269905 | Time = 14s
Step 51000 | Order = 0.020328825153269909 | Time = 14s
Step 52000 | Order = 0.020328825153269909 | Time = 15s
Step 53000 | Order = 0.020328825153269905 | Time = 15s
Step 54000 | Order = 0.020328825153269909 | Time = 16s
Step 55000 | Order = 0.020328825153269905 | Time = 16s
Step 56000 | Order = 0.020328825153269905 | Time = 16s
Step 57000 | Order = 0.020328825153269905 | Time = 16s
Step 58000 | Order = 0.020328825153269909 | Time = 17s
Step 59000 | Order = 0.020328825153269905 | Time = 17s
Step 60000 | Order = 0.020328825153269909 | Time = 17s
Step 61000 | Order = 0.020328825153269909 | Time = 17s
Step 62000 | Order = 0.020328825153269909 | Time = 17s
Step 63000 | Order = 0.020328825153269909 | Time = 18s
Step 64000 | Order = 0.020328825153269905 | Time = 18s
Step 65000 | Order = 0.020328825153269905 | Time = 18s
Step 66000 | Order = 0.020328825153269905 | Time = 18s
Step 67000 | Order = 0.020328825153269905 | Time = 19s
Step 68000 | Order = 0.020328825153269905 | Time = 19s
Step 69000 | Order = 0.020328825153269909 | Time = 19s
Step 70000 | Order = 0.020328825153269905 | Time = 19s
Step 71000 | Order = 0.020328825153269905 | Time = 19s
Step 72000 | Order = 0.020328825153269905 | Time = 20s
Step 73000 | Order = 0.020328825153269909 | Time = 20s
Step 74000 | Order = 0.020328825153269909 | Time = 20s
Step 75000 | Order = 0.020328825153269909 | Time = 20s
Step 76000 | Order = 0.020328825153269909 | Time = 20s
Step 77000 | Order = 0.020328825153269909 | Time = 21s
Step 78000 | Order = 0.020328825153269909 | Time = 21s
Step 79000 | Order = 0.020328825153269909 | Time = 21s
Step 80000 | Order = 0.020328825153269909 | Time = 21s
Step 81000 | Order = 0.020328825153269905 | Time = 22s
Step 82000 | Order = 0.020328825153269909 | Time = 23s
Step 83000 | Order = 0.020328825153269905 | Time = 23s
Step 84000 | Order = 0.020328825153269909 | Time = 23s
Step 85000 | Order = 0.020328825153269909 | Time = 24s
Step 86000 | Order = 0.020328825153269909 | Time = 24s
Step 87000 | Order = 0.020328825153269909 | Time = 24s
Step 88000 | Order = 0.020328825153269905 | Time = 24s
Step 89000 | Order = 0.020328825153269905 | Time = 25s
Step 90000 | Order = 0.020328825153269909 | Time = 25s
Step 91000 | Order = 0.020328825153269909 | Time = 25s
Step 92000 | Order = 0.020328825153269905 | Time = 25s
Step 93000 | Order = 0.020328825153269905 | Time = 25s
Step 94000 | Order = 0.020328825153269905 | Time = 26s
Step 95000 | Order = 0.020328825153269909 | Time = 26s
Step 96000 | Order = 0.020328825153269905 | Time = 26s
Step 97000 | Order = 0.020328825153269909 | Time = 26s
Step 98000 | Order = 0.020328825153269909 | Time = 27s
Step 99000 | Order = 0.020328825153269909 | Time = 27s
Step 100000 | Order = 0.020328825153269909 | Time = 27s
Step 101000 | Order = 0.020328825153269905 | Time = 27s
Step 102000 | Order = 0.020328825153269909 | Time = 28s
Step 103000 | Order = 0.020328825153269905 | Time = 28s
Step 104000 | Order = 0.020328825153269905 | Time = 28s
Step 105000 | Order = 0.020328825153269905 | Time = 29s
Step 106000 | Order = 0.020328825153269905 | Time = 29s
Step 107000 | Order = 0.020328825153269905 | Time = 29s
Step 108000 | Order = 0.020328825153269909 | Time = 29s
Step 109000 | Order = 0.020328825153269909 | Time = 29s
Step 110000 | Order = 0.020328825153269905 | Time = 30s
Step 111000 | Order = 0.020328825153269909 | Time = 30s
Step 112000 | Order = 0.020328825153269909 | Time = 30s
Step 113000 | Order = 0.020328825153269905 | Time = 30s
Step 114000 | Order = 0.020328825153269909 | Time = 31s
Step 115000 | Order = 0.020328825153269905 | Time = 31s
Step 116000 | Order = 0.020328825153269909 | Time = 31s
Step 117000 | Order = 0.020328825153269909 | Time = 31s
Step 118000 | Order = 0.020328825153269909 | Time = 31s
Step 119000 | Order = 0.020328825153269909 | Time = 32s
Step 120000 | Order = 0.020328825153269909 | Time = 32s
Step 121000 | Order = 0.020328825153269905 | Time = 32s
Step 122000 | Order = 0.020328825153269905 | Time = 32s
Step 123000 | Order = 0.020328825153269905 | Time = 33s
Step 124000 | Order = 0.020328825153269905 | Time = 33s
Step 125000 | Order = 0.020328825153269905 | Time = 33s
Step 126000 | Order = 0.020328825153269909 | Time = 33s
Step 127000 | Order = 0.020328825153269909 | Time = 33s
Step 128000 | Order = 0.020328825153269909 | Time = 34s
Step 129000 | Order = 0.020328825153269909 | Time = 34s
Step 130000 | Order = 0.020328825153269905 | Time = 34s
Step 131000 | Order = 0.020328825153269909 | Time = 34s
Step 132000 | Order = 0.020328825153269905 | Time = 34s
Step 133000 | Order = 0.020328825153269905 | Time = 35s
Step 134000 | Order = 0.020328825153269905 | Time = 35s
Step 135000 | Order = 0.020328825153269905 | Time = 35s
Step 136000 | Order = 0.020328825153269905 | Time = 35s
Step 137000 | Order = 0.020328825153269905 | Time = 36s
Step 138000 | Order = 0.020328825153269905 | Time = 36s
Step 139000 | Order = 0.020328825153269905 | Time = 36s
Step 140000 | Order = 0.020328825153269909 | Time = 37s
Step 141000 | Order = 0.020328825153269909 | Time = 37s
Step 142000 | Order = 0.020328825153269909 | Time = 37s
Step 143000 | Order = 0.020328825153269909 | Time = 37s
Step 144000 | Order = 0.020328825153269905 | Time = 38s
Step 145000 | Order = 0.020328825153269909 | Time = 38s
Step 146000 | Order = 0.020328825153269905 | Time = 38s
Step 147000 | Order = 0.020328825153269909 | Time = 38s
Step 148000 | Order = 0.020328825153269909 | Time = 38s
Step 149000 | Order = 0.020328825153269909 | Time = 39s
Step 150000 | Order = 0.020328825153269905 | Time = 39s
Step 151000 | Order = 0.020328825153269905 | Time = 39s
Step 152000 | Order = 0.020328825153269909 | Time = 39s
Step 153000 | Order = 0.020328825153269909 | Time = 40s
Step 154000 | Order = 0.020328825153269909 | Time = 40s
Step 155000 | Order = 0.020328825153269905 | Time = 40s
Step 156000 | Order = 0.020328825153269909 | Time = 40s
Step 157000 | Order = 0.020328825153269909 | Time = 41s
