Simulation #16, Parameters: eta = 0.049154 | rho = 0.232920 | v0 = 0.35586s
Step 0 | Order = 0.013138482051150816 | Time = 0s
Step 1000 | Order = 0.74713983697357811 | Time = 0s
Step 2000 | Order = 0.94608552203976437 | Time = 1s
Step 3000 | Order = 0.94475060497107743 | Time = 2s
Step 4000 | Order = 0.95694377457106339 | Time = 2s
Step 5000 | Order = 0.94979680730293037 | Time = 2s
Step 6000 | Order = 0.95623934454633541 | Time = 3s
Step 7000 | Order = 0.94411525516252337 | Time = 3s
Step 8000 | Order = 0.95104201718297265 | Time = 4s
Step 9000 | Order = 0.95629384326928191 | Time = 4s
Step 10000 | Order = 0.95558392573511253 | Time = 5s
Step 11000 | Order = 0.9595135832710473 | Time = 5s
Step 12000 | Order = 0.95652542107574223 | Time = 6s
Step 13000 | Order = 0.96078049185198344 | Time = 6s
Step 14000 | Order = 0.95991956278161372 | Time = 7s
Step 15000 | Order = 0.94832353612416032 | Time = 7s
Step 16000 | Order = 0.96145201097438826 | Time = 8s
Step 17000 | Order = 0.96213358207677779 | Time = 8s
Step 18000 | Order = 0.9521238569776983 | Time = 8s
Step 19000 | Order = 0.95549710258287091 | Time = 9s
Step 20000 | Order = 0.95512137913161799 | Time = 9s
Step 21000 | Order = 0.95692624079193234 | Time = 10s
Step 22000 | Order = 0.9537781306437747 | Time = 10s
Step 23000 | Order = 0.96204322994572422 | Time = 11s
Step 24000 | Order = 0.95137500994924851 | Time = 11s
Step 25000 | Order = 0.95804955487586663 | Time = 12s
Step 26000 | Order = 0.96040951903171856 | Time = 12s
Step 27000 | Order = 0.95386741740739778 | Time = 12s
Step 28000 | Order = 0.95550858380485559 | Time = 13s
Step 29000 | Order = 0.95846499979319011 | Time = 13s
Step 30000 | Order = 0.95164496582160418 | Time = 14s
Step 31000 | Order = 0.95578341731777849 | Time = 14s
Step 32000 | Order = 0.95162296746328168 | Time = 15s
Step 33000 | Order = 0.9552066910061906 | Time = 15s
Step 34000 | Order = 0.94674643610301079 | Time = 15s
Step 35000 | Order = 0.95244012262797095 | Time = 16s
Step 36000 | Order = 0.9559734999314331 | Time = 16s
Step 37000 | Order = 0.95582574815397869 | Time = 17s
Step 38000 | Order = 0.94954581919444847 | Time = 17s
Step 39000 | Order = 0.94299098352060651 | Time = 18s
Step 40000 | Order = 0.9612894218994763 | Time = 18s
Step 41000 | Order = 0.96026474979785958 | Time = 19s
Step 42000 | Order = 0.94852637184027766 | Time = 19s
Step 43000 | Order = 0.95368039298435692 | Time = 19s
Step 44000 | Order = 0.95336499357634386 | Time = 20s
Step 45000 | Order = 0.95665697247587678 | Time = 20s
Step 46000 | Order = 0.9590872487346348 | Time = 21s
Step 47000 | Order = 0.9532074721140904 | Time = 21s
Step 48000 | Order = 0.94851698967051357 | Time = 22s
Step 49000 | Order = 0.95654199400238771 | Time = 22s
Step 50000 | Order = 0.94657837051265192 | Time = 22s
Step 51000 | Order = 0.94898421836874647 | Time = 24s
Step 52000 | Order = 0.95952430849402282 | Time = 25s
Step 53000 | Order = 0.95431311339550107 | Time = 25s
Step 54000 | Order = 0.95328787128278358 | Time = 25s
Step 55000 | Order = 0.96006825991490341 | Time = 26s
Step 56000 | Order = 0.95641723108554233 | Time = 26s
Step 57000 | Order = 0.95204843000723649 | Time = 27s
Step 58000 | Order = 0.95198212065248022 | Time = 27s
Step 59000 | Order = 0.94466848401144399 | Time = 27s
Step 60000 | Order = 0.94936812432365392 | Time = 28s
Step 61000 | Order = 0.96290699730969431 | Time = 28s
Step 62000 | Order = 0.95243850940699037 | Time = 29s
Step 63000 | Order = 0.96366720200880229 | Time = 29s
Step 64000 | Order = 0.95224806714736077 | Time = 30s
Step 65000 | Order = 0.96165008955811282 | Time = 30s
Step 66000 | Order = 0.94404856352113398 | Time = 31s
Step 67000 | Order = 0.9566538937950011 | Time = 31s
Step 68000 | Order = 0.94131780138876986 | Time = 31s
Step 69000 | Order = 0.95428893867053177 | Time = 32s
Step 70000 | Order = 0.95798946518057615 | Time = 32s
Step 71000 | Order = 0.94749982881998274 | Time = 33s
Step 72000 | Order = 0.95395152525366245 | Time = 33s
Step 73000 | Order = 0.95307705424888656 | Time = 34s
Step 74000 | Order = 0.96482997668528681 | Time = 34s
Step 75000 | Order = 0.9448212553689006 | Time = 34s
Step 76000 | Order = 0.95803720984473395 | Time = 35s
Step 77000 | Order = 0.95931904691713488 | Time = 35s
Step 78000 | Order = 0.94833053774729215 | Time = 36s
Step 79000 | Order = 0.94282115222861707 | Time = 36s
Step 80000 | Order = 0.94658271513605574 | Time = 37s
Step 81000 | Order = 0.94965702484782444 | Time = 37s
Step 82000 | Order = 0.95583020234866545 | Time = 38s
Step 83000 | Order = 0.95889702449858816 | Time = 38s
Step 84000 | Order = 0.95096099038891135 | Time = 38s
Step 85000 | Order = 0.9558671743030932 | Time = 39s
Step 86000 | Order = 0.94512881082548672 | Time = 39s
Step 87000 | Order = 0.94307895768419137 | Time = 40s
Step 88000 | Order = 0.95959170303900321 | Time = 40s
Step 89000 | Order = 0.95565233229359281 | Time = 41s
Step 90000 | Order = 0.95318897499973443 | Time = 41s
Step 91000 | Order = 0.95902082252100884 | Time = 41s
Step 92000 | Order = 0.93487067808710689 | Time = 42s
Step 93000 | Order = 0.95862995201109169 | Time = 42s
Step 94000 | Order = 0.95098225478563836 | Time = 43s
Step 95000 | Order = 0.94349098774314755 | Time = 43s
Step 96000 | Order = 0.9458996823918433 | Time = 44s
Step 97000 | Order = 0.95955931021915253 | Time = 44s
Step 98000 | Order = 0.94701257254738758 | Time = 45s
Step 99000 | Order = 0.95881753908957623 | Time = 45s
Step 100000 | Order = 0.95692562469997888 | Time = 45s
Step 101000 | Order = 0.96004344722243717 | Time = 47s
Step 102000 | Order = 0.95633501660708775 | Time = 48s
Step 103000 | Order = 0.9576108780127095 | Time = 48s
Step 104000 | Order = 0.94858403924558354 | Time = 49s
Step 105000 | Order = 0.95092822118697329 | Time = 49s
Step 106000 | Order = 0.94871523843604211 | Time = 50s
Step 107000 | Order = 0.95383508023587638 | Time = 50s
Step 108000 | Order = 0.95092443217676115 | Time = 50s
Step 109000 | Order = 0.94598113225568337 | Time = 51s
Step 110000 | Order = 0.96375495074410589 | Time = 51s
Step 111000 | Order = 0.95052950174066075 | Time = 52s
Step 112000 | Order = 0.95321524989640127 | Time = 52s
Step 113000 | Order = 0.95164645407410375 | Time = 53s
Step 114000 | Order = 0.9571259971068975 | Time = 53s
Step 115000 | Order = 0.95096854376327566 | Time = 54s
Step 116000 | Order = 0.95923911512210402 | Time = 54s
Step 117000 | Order = 0.95563068976787113 | Time = 55s
Step 118000 | Order = 0.95616853846139127 | Time = 55s
Step 119000 | Order = 0.95665782020761936 | Time = 56s
Step 120000 | Order = 0.95908780047387288 | Time = 56s
Step 121000 | Order = 0.94637552896892452 | Time = 56s
Step 122000 | Order = 0.95181942626001681 | Time = 57s
Step 123000 | Order = 0.95589748435369781 | Time = 57s
Step 124000 | Order = 0.9573043591596444 | Time = 58s
Step 125000 | Order = 0.95823366305228919 | Time = 58s
Step 126000 | Order = 0.95902157651721187 | Time = 59s
Step 127000 | Order = 0.95801274523748559 | Time = 59s
Step 128000 | Order = 0.93978178192897954 | Time = 59s
Step 129000 | Order = 0.95380472443677089 | Time = 60s
Step 130000 | Order = 0.95966230748727932 | Time = 60s
Step 131000 | Order = 0.94766101237047107 | Time = 61s
Step 132000 | Order = 0.95607654671329168 | Time = 61s
Step 133000 | Order = 0.95857830560089008 | Time = 62s
Step 134000 | Order = 0.95397342778416727 | Time = 62s
Step 135000 | Order = 0.95601552076599017 | Time = 63s
Step 136000 | Order = 0.96013420879650091 | Time = 63s
Step 137000 | Order = 0.94989606956830652 | Time = 64s
Step 138000 | Order = 0.95966918681396784 | Time = 64s
