Simulation #109, Parameters: eta = 0.327658 | rho = 0.177319 | v0 = 0.0891162s
Step 0 | Order = 0.02278102940108432 | Time = 0s
Step 1000 | Order = 0.042101648932623206 | Time = 2s
Step 2000 | Order = 0.047191763494237204 | Time = 2s
Step 3000 | Order = 0.038404068206813337 | Time = 2s
Step 4000 | Order = 0.041733126673065342 | Time = 3s
Step 5000 | Order = 0.025008387962647299 | Time = 3s
Step 6000 | Order = 0.052063558144035092 | Time = 3s
Step 7000 | Order = 0.01741815157813878 | Time = 4s
Step 8000 | Order = 0.0079008714535795596 | Time = 4s
Step 9000 | Order = 0.061219873802442232 | Time = 4s
Step 10000 | Order = 0.0036859676040486896 | Time = 5s
Step 11000 | Order = 0.044212521191707828 | Time = 5s
Step 12000 | Order = 0.010298935579576693 | Time = 5s
Step 13000 | Order = 0.017996672930373565 | Time = 6s
Step 14000 | Order = 0.054861005645672783 | Time = 6s
Step 15000 | Order = 0.0043999634787569835 | Time = 6s
Step 16000 | Order = 0.02774644739847023 | Time = 6s
Step 17000 | Order = 0.0050595809231623358 | Time = 7s
Step 18000 | Order = 0.057782364207697855 | Time = 7s
Step 19000 | Order = 0.021104685293502099 | Time = 7s
Step 20000 | Order = 0.060794971554939639 | Time = 8s
Step 21000 | Order = 0.025598124300307022 | Time = 8s
Step 22000 | Order = 0.03108052862831262 | Time = 8s
Step 23000 | Order = 0.026190623401976892 | Time = 9s
Step 24000 | Order = 0.046724394213824558 | Time = 9s
Step 25000 | Order = 0.035768397854799558 | Time = 9s
Step 26000 | Order = 0.037112136975930972 | Time = 10s
Step 27000 | Order = 0.057341412396257445 | Time = 10s
Step 28000 | Order = 0.021387722457359669 | Time = 10s
Step 29000 | Order = 0.045263661672795975 | Time = 11s
Step 30000 | Order = 0.032337558401880365 | Time = 11s
Step 31000 | Order = 0.013162294710418809 | Time = 11s
Step 32000 | Order = 0.056945857322073905 | Time = 12s
Step 33000 | Order = 0.032647341475194498 | Time = 12s
Step 34000 | Order = 0.036789535012655548 | Time = 12s
Step 35000 | Order = 0.011468189539681513 | Time = 12s
Step 36000 | Order = 0.049939214784459646 | Time = 13s
Step 37000 | Order = 0.040040912937202695 | Time = 13s
Step 38000 | Order = 0.010024748618728286 | Time = 13s
Step 39000 | Order = 0.040350300121869805 | Time = 14s
Step 40000 | Order = 0.030697835667320903 | Time = 14s
Step 41000 | Order = 0.010357453121689446 | Time = 14s
Step 42000 | Order = 0.022121206076868214 | Time = 15s
Step 43000 | Order = 0.01423747638283606 | Time = 15s
Step 44000 | Order = 0.026071338875949014 | Time = 15s
Step 45000 | Order = 0.026629111323759606 | Time = 16s
Step 46000 | Order = 0.019550985177651206 | Time = 16s
Step 47000 | Order = 0.040806854484966182 | Time = 16s
Step 48000 | Order = 0.024995619533471004 | Time = 17s
Step 49000 | Order = 0.041186329022546334 | Time = 17s
Step 50000 | Order = 0.030423555266778781 | Time = 17s
Step 51000 | Order = 0.012642758948285562 | Time = 19s
Step 52000 | Order = 0.019262866034678354 | Time = 20s
Step 53000 | Order = 0.034666333959029544 | Time = 20s
Step 54000 | Order = 0.029049906928070295 | Time = 20s
Step 55000 | Order = 0.016564801786213893 | Time = 21s
Step 56000 | Order = 0.023432905610852626 | Time = 21s
Step 57000 | Order = 0.033431844328748239 | Time = 21s
Step 58000 | Order = 0.016698354305505498 | Time = 22s
Step 59000 | Order = 0.046611178384478168 | Time = 22s
Step 60000 | Order = 0.014246907944589637 | Time = 22s
Step 61000 | Order = 0.013436402820220504 | Time = 22s
Step 62000 | Order = 0.0053475161340605709 | Time = 23s
Step 63000 | Order = 0.034830973659081874 | Time = 23s
Step 64000 | Order = 0.055913542105729276 | Time = 23s
Step 65000 | Order = 0.040785879585105593 | Time = 24s
Step 66000 | Order = 0.021428372614285738 | Time = 24s
Step 67000 | Order = 0.013944823787462899 | Time = 24s
Step 68000 | Order = 0.031182086527849637 | Time = 25s
Step 69000 | Order = 0.042654682211148112 | Time = 25s
Step 70000 | Order = 0.016666138513624622 | Time = 25s
Step 71000 | Order = 0.031723081753717769 | Time = 26s
Step 72000 | Order = 0.025111146777550962 | Time = 26s
Step 73000 | Order = 0.028240265137285819 | Time = 26s
Step 74000 | Order = 0.05640113905242132 | Time = 27s
Step 75000 | Order = 0.02699807409937495 | Time = 27s
Step 76000 | Order = 0.041512244802492236 | Time = 27s
Step 77000 | Order = 0.025660564439182774 | Time = 27s
Step 78000 | Order = 0.0090260336885289866 | Time = 28s
Step 79000 | Order = 0.032486242391035522 | Time = 28s
Step 80000 | Order = 0.059521302225803097 | Time = 28s
Step 81000 | Order = 0.01569307569724486 | Time = 29s
Step 82000 | Order = 0.015725250592934992 | Time = 29s
Step 83000 | Order = 0.0086718802542113602 | Time = 29s
Step 84000 | Order = 0.043018448576229114 | Time = 30s
Step 85000 | Order = 0.015991081820323737 | Time = 30s
Step 86000 | Order = 0.079056278655973866 | Time = 30s
Step 87000 | Order = 0.022297086383526368 | Time = 31s
Step 88000 | Order = 0.038174786242103222 | Time = 31s
Step 89000 | Order = 0.049775406814904992 | Time = 31s
Step 90000 | Order = 0.0095176313184587458 | Time = 32s
Step 91000 | Order = 0.051833978787712592 | Time = 32s
Step 92000 | Order = 0.013476446322979813 | Time = 32s
Step 93000 | Order = 0.035277111612111604 | Time = 32s
Step 94000 | Order = 0.039189298005619093 | Time = 33s
Step 95000 | Order = 0.028610134932450192 | Time = 33s
Step 96000 | Order = 0.026040174603096475 | Time = 33s
Step 97000 | Order = 0.045601933091892054 | Time = 34s
Step 98000 | Order = 0.064885125680288133 | Time = 34s
Step 99000 | Order = 0.041864691310013843 | Time = 34s
Step 100000 | Order = 0.033563514381608782 | Time = 35s
Step 101000 | Order = 0.019637684136577668 | Time = 37s
Step 102000 | Order = 0.015466459681578592 | Time = 37s
Step 103000 | Order = 0.046129836169779871 | Time = 38s
Step 104000 | Order = 0.060744979646042294 | Time = 38s
Step 105000 | Order = 0.0097170031897781811 | Time = 38s
Step 106000 | Order = 0.052420787060873691 | Time = 39s
Step 107000 | Order = 0.018129566488728637 | Time = 39s
Step 108000 | Order = 0.041191517994096358 | Time = 39s
Step 109000 | Order = 0.055601757784433478 | Time = 40s
Step 110000 | Order = 0.021662431421794984 | Time = 40s
Step 111000 | Order = 0.021139451254714794 | Time = 40s
Step 112000 | Order = 0.045132131441263747 | Time = 41s
Step 113000 | Order = 0.079274142440714762 | Time = 41s
Step 114000 | Order = 0.0053840890444362289 | Time = 41s
Step 115000 | Order = 0.045465717888253473 | Time = 41s
Step 116000 | Order = 0.031487649486383676 | Time = 42s
Step 117000 | Order = 0.033858333619375729 | Time = 42s
Step 118000 | Order = 0.033230486667699705 | Time = 42s
Step 119000 | Order = 0.017635498079309177 | Time = 43s
Step 120000 | Order = 0.023958103827463648 | Time = 43s
Step 121000 | Order = 0.0093442195689350128 | Time = 43s
Step 122000 | Order = 0.01369429955524488 | Time = 44s
Step 123000 | Order = 0.027290734200930079 | Time = 44s
Step 124000 | Order = 0.031189212763804156 | Time = 44s
Step 125000 | Order = 0.060973543565285664 | Time = 45s
Step 126000 | Order = 0.028190268431764337 | Time = 45s
Step 127000 | Order = 0.061195317166855272 | Time = 45s
Step 128000 | Order = 0.0038403585473486841 | Time = 46s
Step 129000 | Order = 0.054930424467586093 | Time = 46s
Step 130000 | Order = 0.019470858413539363 | Time = 46s
Step 131000 | Order = 0.034966818592388427 | Time = 46s
Step 132000 | Order = 0.03390927012095328 | Time = 47s
Step 133000 | Order = 0.019975820674592824 | Time = 47s
Step 134000 | Order = 0.0042240555531334279 | Time = 47s
Step 135000 | Order = 0.024244086064883829 | Time = 48s
Step 136000 | Order = 0.013043701167379813 | Time = 48s
Step 137000 | Order = 0.019116816839027589 | Time = 48s
Step 138000 | Order = 0.048889019711068994 | Time = 49s
Step 139000 | Order = 0.026291259466983959 | Time = 49s
Step 140000 | Order = 0.048481774476879944 | Time = 49s
Step 141000 | Order = 0.014344086914396667 | Time = 50s
Step 142000 | Order = 0.028196988055794306 | Time = 50s
Step 143000 | Order = 0.024770572240525889 | Time = 50s
Step 144000 | Order = 0.022762546551979259 | Time = 51s
Step 145000 | Order = 0.0042485018747895923 | Time = 51s
Step 146000 | Order = 0.037189937036925774 | Time = 51s
Step 147000 | Order = 0.0188985581663157 | Time = 51s
Step 148000 | Order = 0.038240099585260853 | Time = 52s
Step 149000 | Order = 0.047857945330760092 | Time = 52s
Step 150000 | Order = 0.025240417133289079 | Time = 52s
Step 151000 | Order = 0.054689198291169035 | Time = 54s
Step 152000 | Order = 0.015531306332987663 | Time = 54s
Step 153000 | Order = 0.053945732512821171 | Time = 55s
Step 154000 | Order = 0.068206876603277858 | Time = 55s
Step 155000 | Order = 0.026060255744785217 | Time = 55s
Step 156000 | Order = 0.026287416175767079 | Time = 56s
