Simulation #176, Parameters: eta = 0.877846 | rho = 0.100974 | v0 = 0.235963s
Step 0 | Order = 0.013963780277273748 | Time = 0s
Step 1000 | Order = 0.008002330142310542 | Time = 2s
Step 2000 | Order = 0.019672926033168781 | Time = 2s
Step 3000 | Order = 0.011604963854859084 | Time = 2s
Step 4000 | Order = 0.014954056876530038 | Time = 3s
Step 5000 | Order = 0.029029281941573021 | Time = 3s
Step 6000 | Order = 0.032991573976150608 | Time = 3s
Step 7000 | Order = 0.013355197661969588 | Time = 3s
Step 8000 | Order = 0.014816749258070293 | Time = 3s
Step 9000 | Order = 0.026770575385895369 | Time = 3s
Step 10000 | Order = 0.0078502322803582145 | Time = 3s
Step 11000 | Order = 0.0042634696863310005 | Time = 3s
Step 12000 | Order = 0.0077931227777920421 | Time = 3s
Step 13000 | Order = 0.018743982865083247 | Time = 4s
Step 14000 | Order = 0.027889131968600597 | Time = 4s
Step 15000 | Order = 0.025284011394880006 | Time = 4s
Step 16000 | Order = 0.025917012422843156 | Time = 4s
Step 17000 | Order = 0.032526368376636798 | Time = 4s
Step 18000 | Order = 0.0046512381134125062 | Time = 4s
Step 19000 | Order = 0.0224929526757357 | Time = 4s
Step 20000 | Order = 0.042342622943742497 | Time = 4s
Step 21000 | Order = 0.002368031361084909 | Time = 4s
Step 22000 | Order = 0.029901106126366751 | Time = 5s
Step 23000 | Order = 0.0069159978477750976 | Time = 5s
Step 24000 | Order = 0.026370650916581945 | Time = 5s
Step 25000 | Order = 0.026724707830308978 | Time = 5s
Step 26000 | Order = 0.016319113776771959 | Time = 5s
Step 27000 | Order = 0.025414366741835191 | Time = 5s
Step 28000 | Order = 0.010851254998667247 | Time = 5s
Step 29000 | Order = 0.024634236667639652 | Time = 5s
Step 30000 | Order = 0.0017524215343048166 | Time = 5s
Step 31000 | Order = 0.013756379699992374 | Time = 6s
Step 32000 | Order = 0.038726376410842568 | Time = 6s
Step 33000 | Order = 0.012373639933188386 | Time = 6s
Step 34000 | Order = 0.013421606796939116 | Time = 6s
Step 35000 | Order = 0.034723322233602631 | Time = 6s
Step 36000 | Order = 0.029199719774955932 | Time = 6s
Step 37000 | Order = 0.019753909521553179 | Time = 6s
Step 38000 | Order = 0.031070223084245299 | Time = 6s
Step 39000 | Order = 0.035606553341750495 | Time = 6s
Step 40000 | Order = 0.029170937069036219 | Time = 6s
Step 41000 | Order = 0.013139875722715645 | Time = 7s
Step 42000 | Order = 0.014213874152446619 | Time = 7s
Step 43000 | Order = 0.001952127197559215 | Time = 7s
Step 44000 | Order = 0.007172875015219844 | Time = 7s
Step 45000 | Order = 0.045131809759543014 | Time = 7s
Step 46000 | Order = 0.028065140465173846 | Time = 7s
Step 47000 | Order = 0.03460687570390851 | Time = 7s
Step 48000 | Order = 0.012026552416600528 | Time = 7s
Step 49000 | Order = 0.019562064530093182 | Time = 7s
Step 50000 | Order = 0.016480927235281478 | Time = 8s
Step 51000 | Order = 0.01411562424319383 | Time = 8s
Step 52000 | Order = 0.02178534833834582 | Time = 8s
Step 53000 | Order = 0.018819506868093871 | Time = 8s
Step 54000 | Order = 0.02097173222310544 | Time = 8s
Step 55000 | Order = 0.023991690727783677 | Time = 8s
Step 56000 | Order = 0.035706617641098878 | Time = 8s
Step 57000 | Order = 0.0035452555173982737 | Time = 9s
Step 58000 | Order = 0.017026836022543193 | Time = 9s
Step 59000 | Order = 0.0090375791562084789 | Time = 9s
Step 60000 | Order = 0.017542132496168011 | Time = 9s
Step 61000 | Order = 0.024389719504006119 | Time = 9s
Step 62000 | Order = 0.015664235762029705 | Time = 9s
Step 63000 | Order = 0.024047373437553095 | Time = 9s
Step 64000 | Order = 0.022154642584354668 | Time = 9s
Step 65000 | Order = 0.025925939318932396 | Time = 9s
Step 66000 | Order = 0.017355202605470722 | Time = 10s
Step 67000 | Order = 0.03333714900005668 | Time = 10s
Step 68000 | Order = 0.010613031414215131 | Time = 10s
Step 69000 | Order = 0.03140707671189593 | Time = 10s
