Simulation #135, Parameters: eta = 0.791327 | rho = 0.373516 | v0 = 0.0845636s
Step 0 | Order = 0.024794716783941285 | Time = 0s
Step 1000 | Order = 0.030773551814817453 | Time = 0s
Step 2000 | Order = 0.020419177521278219 | Time = 1s
Step 3000 | Order = 0.0039515596072177694 | Time = 1s
Step 4000 | Order = 0.011614453300323934 | Time = 2s
Step 5000 | Order = 0.014104098104614949 | Time = 2s
Step 6000 | Order = 0.019850226322777744 | Time = 3s
Step 7000 | Order = 0.0089713115758487515 | Time = 3s
Step 8000 | Order = 0.003167333136176992 | Time = 3s
Step 9000 | Order = 0.0029887776960820182 | Time = 4s
Step 10000 | Order = 0.015005774169158615 | Time = 4s
Step 11000 | Order = 0.015712291639057654 | Time = 5s
Step 12000 | Order = 0.010781726982128979 | Time = 5s
Step 13000 | Order = 0.010524353343365038 | Time = 6s
Step 14000 | Order = 0.0022772957391795777 | Time = 6s
Step 15000 | Order = 0.0070412245604699279 | Time = 6s
Step 16000 | Order = 0.014316009157873793 | Time = 7s
Step 17000 | Order = 0.012355506165052767 | Time = 7s
Step 18000 | Order = 0.01540988018290583 | Time = 8s
Step 19000 | Order = 0.011239423727385232 | Time = 8s
Step 20000 | Order = 0.017101114377134071 | Time = 9s
Step 21000 | Order = 0.0042469608057839597 | Time = 9s
Step 22000 | Order = 0.0035989098222101584 | Time = 10s
Step 23000 | Order = 0.012943249696307611 | Time = 10s
Step 24000 | Order = 0.014115759865864485 | Time = 10s
Step 25000 | Order = 0.006255061245096896 | Time = 11s
Step 26000 | Order = 0.011741014758762261 | Time = 11s
Step 27000 | Order = 0.0071640285435958699 | Time = 12s
Step 28000 | Order = 0.0028719274310702674 | Time = 12s
Step 29000 | Order = 0.015095107824031609 | Time = 13s
Step 30000 | Order = 0.020384733681518104 | Time = 13s
Step 31000 | Order = 0.015160916235671231 | Time = 13s
Step 32000 | Order = 0.01969379185804955 | Time = 14s
Step 33000 | Order = 0.0029061353258335049 | Time = 14s
Step 34000 | Order = 0.01694482996422202 | Time = 15s
Step 35000 | Order = 0.013901908486886418 | Time = 15s
Step 36000 | Order = 0.0052128058589444365 | Time = 16s
Step 37000 | Order = 0.0089341984367357768 | Time = 16s
Step 38000 | Order = 0.014560318871723047 | Time = 17s
Step 39000 | Order = 0.014072374784103985 | Time = 17s
Step 40000 | Order = 0.0098477357769106398 | Time = 17s
Step 41000 | Order = 0.017955745316651731 | Time = 18s
Step 42000 | Order = 0.021214826970054477 | Time = 18s
Step 43000 | Order = 0.012989213392876576 | Time = 19s
Step 44000 | Order = 0.0080685532568968536 | Time = 19s
Step 45000 | Order = 0.011314738492216972 | Time = 20s
Step 46000 | Order = 0.0053646525439541232 | Time = 20s
Step 47000 | Order = 0.0095128530834634878 | Time = 20s
Step 48000 | Order = 0.0072583192088140529 | Time = 21s
Step 49000 | Order = 0.0073167005891142372 | Time = 21s
Step 50000 | Order = 0.0075020241923742679 | Time = 22s
