Simulation #124, Parameters: eta = 0.122804 | rho = 0.174472 | v0 = 0.0589605s
Step 0 | Order = 0.031337314481650357 | Time = 0s
Step 1000 | Order = 0.18531519031718011 | Time = 0s
Step 2000 | Order = 0.097171652671932326 | Time = 1s
Step 3000 | Order = 0.27672038410478245 | Time = 1s
Step 4000 | Order = 0.28620119628977531 | Time = 1s
Step 5000 | Order = 0.221494815521636 | Time = 2s
Step 6000 | Order = 0.21439684521913407 | Time = 2s
Step 7000 | Order = 0.2947133618256636 | Time = 3s
Step 8000 | Order = 0.27404620464594626 | Time = 3s
Step 9000 | Order = 0.43617860513544782 | Time = 3s
Step 10000 | Order = 0.3180013219122188 | Time = 4s
Step 11000 | Order = 0.27000130651639137 | Time = 4s
Step 12000 | Order = 0.12489970090546708 | Time = 5s
Step 13000 | Order = 0.21041435689721005 | Time = 5s
Step 14000 | Order = 0.20601015950894702 | Time = 5s
Step 15000 | Order = 0.10113322063348233 | Time = 6s
Step 16000 | Order = 0.31258971554012749 | Time = 6s
Step 17000 | Order = 0.45889965057175763 | Time = 7s
Step 18000 | Order = 0.34459576756492766 | Time = 7s
Step 19000 | Order = 0.3367834722037143 | Time = 7s
Step 20000 | Order = 0.41647413791576049 | Time = 8s
Step 21000 | Order = 0.2430503010289583 | Time = 8s
Step 22000 | Order = 0.28118810737268857 | Time = 9s
Step 23000 | Order = 0.44242479672451601 | Time = 9s
Step 24000 | Order = 0.41266343859547377 | Time = 9s
Step 25000 | Order = 0.22294413602976643 | Time = 10s
Step 26000 | Order = 0.39600914334051457 | Time = 10s
Step 27000 | Order = 0.4105138531826566 | Time = 11s
Step 28000 | Order = 0.2863383195260536 | Time = 11s
Step 29000 | Order = 0.19644368654978944 | Time = 11s
Step 30000 | Order = 0.42453745349791377 | Time = 12s
Step 31000 | Order = 0.42083075846891066 | Time = 12s
Step 32000 | Order = 0.47103358383754351 | Time = 13s
Step 33000 | Order = 0.48159789370359496 | Time = 13s
Step 34000 | Order = 0.46085567949173617 | Time = 13s
Step 35000 | Order = 0.31625898023476723 | Time = 14s
Step 36000 | Order = 0.26977732302722318 | Time = 14s
Step 37000 | Order = 0.30920192464302976 | Time = 15s
Step 38000 | Order = 0.29135705704582054 | Time = 15s
Step 39000 | Order = 0.41521775706008235 | Time = 15s
Step 40000 | Order = 0.45011327207061719 | Time = 16s
Step 41000 | Order = 0.27153452642598225 | Time = 16s
Step 42000 | Order = 0.23091244144063564 | Time = 17s
Step 43000 | Order = 0.20892653309691198 | Time = 17s
Step 44000 | Order = 0.075085145665806319 | Time = 17s
Step 45000 | Order = 0.22177468983965756 | Time = 18s
Step 46000 | Order = 0.19490890747227715 | Time = 18s
Step 47000 | Order = 0.13258397236992803 | Time = 19s
Step 48000 | Order = 0.1776431100952017 | Time = 19s
Step 49000 | Order = 0.19700304448219444 | Time = 19s
Step 50000 | Order = 0.38641442801417197 | Time = 20s
Step 51000 | Order = 0.49044763382758222 | Time = 22s
Step 52000 | Order = 0.50714890839374727 | Time = 22s
Step 53000 | Order = 0.41228832900835777 | Time = 23s
Step 54000 | Order = 0.18338917122618015 | Time = 23s
Step 55000 | Order = 0.24294893556908428 | Time = 23s
Step 56000 | Order = 0.31998979323755367 | Time = 24s
Step 57000 | Order = 0.33899823983382527 | Time = 24s
Step 58000 | Order = 0.20713660195911099 | Time = 25s
Step 59000 | Order = 0.18274489370049732 | Time = 25s
Step 60000 | Order = 0.37849359212788791 | Time = 25s
Step 61000 | Order = 0.50079343319662362 | Time = 26s
Step 62000 | Order = 0.35310283914907376 | Time = 26s
Step 63000 | Order = 0.18259900664301126 | Time = 26s
Step 64000 | Order = 0.24131130776614357 | Time = 27s
Step 65000 | Order = 0.40371308653889149 | Time = 27s
Step 66000 | Order = 0.37476304394781051 | Time = 28s
Step 67000 | Order = 0.39730686438917684 | Time = 28s
Step 68000 | Order = 0.11600584161041019 | Time = 28s
Step 69000 | Order = 0.32576096216380346 | Time = 29s
Step 70000 | Order = 0.39209519576288099 | Time = 29s
Step 71000 | Order = 0.43900062031486459 | Time = 30s
Step 72000 | Order = 0.39541811855800207 | Time = 30s
Step 73000 | Order = 0.3285209313105803 | Time = 31s
Step 74000 | Order = 0.25698593509905099 | Time = 31s
Step 75000 | Order = 0.39080701592264888 | Time = 31s
Step 76000 | Order = 0.26778340580984528 | Time = 32s
Step 77000 | Order = 0.31813152408964135 | Time = 32s
Step 78000 | Order = 0.28496033102607682 | Time = 32s
Step 79000 | Order = 0.25195337823458863 | Time = 33s
Step 80000 | Order = 0.25941516163224182 | Time = 33s
Step 81000 | Order = 0.41162898844696466 | Time = 34s
Step 82000 | Order = 0.33651983819327191 | Time = 34s
Step 83000 | Order = 0.35724932009898536 | Time = 35s
Step 84000 | Order = 0.29133845302347872 | Time = 35s
Step 85000 | Order = 0.3841201648423031 | Time = 35s
Step 86000 | Order = 0.21509451490829548 | Time = 36s
Step 87000 | Order = 0.20036875803680579 | Time = 36s
Step 88000 | Order = 0.069675564072709945 | Time = 36s
Step 89000 | Order = 0.25588271968905085 | Time = 37s
Step 90000 | Order = 0.31984615737812699 | Time = 37s
Step 91000 | Order = 0.290802331560302 | Time = 38s
Step 92000 | Order = 0.31410162558543847 | Time = 38s
Step 93000 | Order = 0.25778279134247545 | Time = 38s
Step 94000 | Order = 0.32167106743839574 | Time = 39s
Step 95000 | Order = 0.32892178552673407 | Time = 39s
Step 96000 | Order = 0.38329494301186823 | Time = 40s
Step 97000 | Order = 0.46408796069480462 | Time = 40s
Step 98000 | Order = 0.24575639934572877 | Time = 40s
Step 99000 | Order = 0.37869823987513695 | Time = 41s
Step 100000 | Order = 0.48728006982546596 | Time = 41s
Step 101000 | Order = 0.33893658134873544 | Time = 42s
Step 102000 | Order = 0.35504303557402667 | Time = 42s
Step 103000 | Order = 0.40495678799137658 | Time = 43s
Step 104000 | Order = 0.28055551526264033 | Time = 43s
Step 105000 | Order = 0.38312840356664296 | Time = 44s
Step 106000 | Order = 0.43218024166618846 | Time = 44s
Step 107000 | Order = 0.40507806223270948 | Time = 44s
Step 108000 | Order = 0.34993423512773542 | Time = 45s
Step 109000 | Order = 0.365102914015831 | Time = 45s
Step 110000 | Order = 0.56478602866136918 | Time = 46s
Step 111000 | Order = 0.51422107187309962 | Time = 46s
Step 112000 | Order = 0.40947702013475756 | Time = 46s
Step 113000 | Order = 0.29410773260184014 | Time = 47s
Step 114000 | Order = 0.33756937990410923 | Time = 47s
Step 115000 | Order = 0.27028013482224406 | Time = 48s
Step 116000 | Order = 0.32982998122725571 | Time = 48s
Step 117000 | Order = 0.21947025559043551 | Time = 48s
Step 118000 | Order = 0.42223502316245076 | Time = 49s
Step 119000 | Order = 0.22304937362573374 | Time = 49s
Step 120000 | Order = 0.50652867508742971 | Time = 49s
Step 121000 | Order = 0.45351144269633814 | Time = 50s
Step 122000 | Order = 0.41517374936416823 | Time = 50s
Step 123000 | Order = 0.39101071637937662 | Time = 51s
Step 124000 | Order = 0.42077612506806367 | Time = 51s
Step 125000 | Order = 0.44256588692854071 | Time = 51s
Step 126000 | Order = 0.4228173361558894 | Time = 52s
Step 127000 | Order = 0.32018447711133008 | Time = 52s
Step 128000 | Order = 0.28564619162154709 | Time = 53s
Step 129000 | Order = 0.33596008002257083 | Time = 53s
Step 130000 | Order = 0.32415024068035631 | Time = 53s
Step 131000 | Order = 0.27430650502350928 | Time = 54s
Step 132000 | Order = 0.31544851853265149 | Time = 54s
Step 133000 | Order = 0.38682712802283908 | Time = 55s
Step 134000 | Order = 0.4055722262085133 | Time = 55s
Step 135000 | Order = 0.32128577428092148 | Time = 55s
Step 136000 | Order = 0.30906426678771981 | Time = 56s
Step 137000 | Order = 0.31016544665197454 | Time = 56s
Step 138000 | Order = 0.36043235387728229 | Time = 57s
Step 139000 | Order = 0.34030677573489354 | Time = 57s
Step 140000 | Order = 0.44085969497346622 | Time = 57s
Step 141000 | Order = 0.47398050208553771 | Time = 58s
Step 142000 | Order = 0.38669190399975789 | Time = 58s
Step 143000 | Order = 0.30689700382521007 | Time = 59s
Step 144000 | Order = 0.42198837611670542 | Time = 59s
Step 145000 | Order = 0.34409895192638451 | Time = 59s
Step 146000 | Order = 0.42506042234344416 | Time = 60s
Step 147000 | Order = 0.49064924631379497 | Time = 60s
Step 148000 | Order = 0.29804021710245604 | Time = 61s
Step 149000 | Order = 0.23818497789984699 | Time = 61s
Step 150000 | Order = 0.16912573478438678 | Time = 61s
Step 151000 | Order = 0.26279459199471145 | Time = 63s
Step 152000 | Order = 0.44844523805712211 | Time = 63s
Step 153000 | Order = 0.53001836630372279 | Time = 63s
Step 154000 | Order = 0.39204664562538438 | Time = 64s
Step 155000 | Order = 0.40816673052008484 | Time = 64s
Step 156000 | Order = 0.31181864705716156 | Time = 65s
Step 157000 | Order = 0.31387069126943229 | Time = 65s
Step 158000 | Order = 0.35881150438515819 | Time = 65s
Step 159000 | Order = 0.32312276130206469 | Time = 66s
Step 160000 | Order = 0.11013727101247686 | Time = 66s
Step 161000 | Order = 0.26624179904449263 | Time = 66s
Step 162000 | Order = 0.2081682801043398 | Time = 67s
Step 163000 | Order = 0.26366085828240965 | Time = 67s
Step 164000 | Order = 0.34075062291336083 | Time = 68s
Step 165000 | Order = 0.34214457992742631 | Time = 68s
Step 166000 | Order = 0.46675477925564346 | Time = 69s
Step 167000 | Order = 0.44208262451798735 | Time = 69s
Step 168000 | Order = 0.42077696925530145 | Time = 69s
Step 169000 | Order = 0.31052307013855457 | Time = 70s
Step 170000 | Order = 0.35585713956620191 | Time = 70s
Step 171000 | Order = 0.23508215367009166 | Time = 70s
Step 172000 | Order = 0.28398091963187694 | Time = 71s
Step 173000 | Order = 0.2875078371977246 | Time = 71s
Step 174000 | Order = 0.34486949958539864 | Time = 72s
