Simulation #172, Parameters: eta = 0.871464 | rho = 0.103923 | v0 = 0.156449s
Step 0 | Order = 0.017887669900352759 | Time = 0s
Step 1000 | Order = 0.021345738271469458 | Time = 0s
Step 2000 | Order = 0.032343086301811992 | Time = 0s
Step 3000 | Order = 0.024107641618140562 | Time = 0s
Step 4000 | Order = 0.020532249987087563 | Time = 0s
Step 5000 | Order = 0.027277724290499902 | Time = 0s
Step 6000 | Order = 0.043193823387678333 | Time = 0s
Step 7000 | Order = 0.029615441193752437 | Time = 0s
Step 8000 | Order = 0.020447340434672247 | Time = 0s
Step 9000 | Order = 0.021648025280972642 | Time = 1s
Step 10000 | Order = 0.022246360721055708 | Time = 1s
Step 11000 | Order = 0.034903767506167208 | Time = 1s
Step 12000 | Order = 0.022247524595569657 | Time = 1s
Step 13000 | Order = 0.010973997272017609 | Time = 1s
Step 14000 | Order = 0.050555274279808209 | Time = 1s
Step 15000 | Order = 0.010443990777043447 | Time = 1s
Step 16000 | Order = 0.021714460982080266 | Time = 1s
Step 17000 | Order = 0.037362081567238484 | Time = 2s
Step 18000 | Order = 0.012101961235355313 | Time = 2s
Step 19000 | Order = 0.0023217391699801885 | Time = 2s
Step 20000 | Order = 0.041998603265541931 | Time = 2s
Step 21000 | Order = 0.04442692799183412 | Time = 2s
Step 22000 | Order = 0.011276814569973695 | Time = 2s
Step 23000 | Order = 0.003565553429817494 | Time = 2s
Step 24000 | Order = 0.030755247060557933 | Time = 2s
Step 25000 | Order = 0.019435498861982984 | Time = 2s
Step 26000 | Order = 0.045437542945333795 | Time = 3s
Step 27000 | Order = 0.014791618250422099 | Time = 3s
Step 28000 | Order = 0.024000362986533047 | Time = 3s
Step 29000 | Order = 0.022643544126079322 | Time = 3s
Step 30000 | Order = 0.0022653956529706041 | Time = 3s
Step 31000 | Order = 0.0053101809508027571 | Time = 3s
Step 32000 | Order = 0.04046761983725284 | Time = 3s
Step 33000 | Order = 0.031182555095335591 | Time = 3s
Step 34000 | Order = 0.0040812071968322171 | Time = 4s
Step 35000 | Order = 0.021495179876112151 | Time = 4s
Step 36000 | Order = 0.02818573972191947 | Time = 4s
Step 37000 | Order = 0.012384419729459578 | Time = 4s
Step 38000 | Order = 0.020020275207176582 | Time = 4s
Step 39000 | Order = 0.020125973946064146 | Time = 4s
Step 40000 | Order = 0.013562803472621225 | Time = 4s
Step 41000 | Order = 0.024800404992425324 | Time = 4s
Step 42000 | Order = 0.0085809639721880944 | Time = 4s
Step 43000 | Order = 0.0053498987059895286 | Time = 5s
Step 44000 | Order = 0.033892889657364145 | Time = 5s
Step 45000 | Order = 0.039417099622254717 | Time = 5s
Step 46000 | Order = 0.010083181875212358 | Time = 5s
Step 47000 | Order = 0.017995874258948025 | Time = 5s
Step 48000 | Order = 0.023607436819694141 | Time = 5s
Step 49000 | Order = 0.019049515371146717 | Time = 5s
Step 50000 | Order = 0.019368350533693797 | Time = 5s
Step 51000 | Order = 0.016035165068531077 | Time = 7s
Step 52000 | Order = 0.016286270672579595 | Time = 7s
Step 53000 | Order = 0.013520623193151381 | Time = 7s
Step 54000 | Order = 0.03587517079523405 | Time = 7s
Step 55000 | Order = 0.0071074917506669015 | Time = 7s
Step 56000 | Order = 0.023540504066817878 | Time = 7s
Step 57000 | Order = 0.022458368120764099 | Time = 7s
Step 58000 | Order = 0.029163196543010628 | Time = 8s
Step 59000 | Order = 0.016520865150765757 | Time = 8s
Step 60000 | Order = 0.017212008586702136 | Time = 8s
Step 61000 | Order = 0.024494776738141672 | Time = 8s
Step 62000 | Order = 0.0280445922353054 | Time = 8s
Step 63000 | Order = 0.016618503883610396 | Time = 8s
Step 64000 | Order = 0.031602469223968609 | Time = 8s
Step 65000 | Order = 0.03146485838333369 | Time = 8s
Step 66000 | Order = 0.014658396490840588 | Time = 8s
Step 67000 | Order = 0.029208102370456738 | Time = 9s
Step 68000 | Order = 0.022350914325568041 | Time = 9s
Step 69000 | Order = 0.010602013568114865 | Time = 9s
Step 70000 | Order = 0.032657081706836344 | Time = 9s
Step 71000 | Order = 0.017046389395862442 | Time = 9s
Step 72000 | Order = 0.026166613668956982 | Time = 9s
Step 73000 | Order = 0.0053717555785965827 | Time = 9s
Step 74000 | Order = 0.038536422084040865 | Time = 9s
Step 75000 | Order = 0.020441716189614528 | Time = 10s
Step 76000 | Order = 0.024354342138348258 | Time = 10s
Step 77000 | Order = 0.029525860220889037 | Time = 10s
Step 78000 | Order = 0.022611576745061136 | Time = 10s
Step 79000 | Order = 0.013902807852769466 | Time = 10s
Step 80000 | Order = 0.024931519299784138 | Time = 10s
Step 81000 | Order = 0.043430262790504513 | Time = 10s
Step 82000 | Order = 0.0091751248054799724 | Time = 10s
Step 83000 | Order = 0.0093619018570384859 | Time = 10s
Step 84000 | Order = 0.021104756941435994 | Time = 11s
Step 85000 | Order = 0.020166093516277794 | Time = 11s
Step 86000 | Order = 0.027037318673398085 | Time = 11s
Step 87000 | Order = 0.010072492794865955 | Time = 11s
Step 88000 | Order = 0.01968859921084996 | Time = 11s
Step 89000 | Order = 0.014087277400815938 | Time = 11s
Step 90000 | Order = 0.034743989200719687 | Time = 11s
Step 91000 | Order = 0.0085349184632547408 | Time = 11s
Step 92000 | Order = 0.036824133919650483 | Time = 11s
Step 93000 | Order = 0.016808327552774716 | Time = 12s
Step 94000 | Order = 0.023435034451310326 | Time = 12s
Step 95000 | Order = 0.011552076751795579 | Time = 12s
Step 96000 | Order = 0.033925515511794437 | Time = 12s
Step 97000 | Order = 0.0049671252546667271 | Time = 12s
Step 98000 | Order = 0.056914850790758281 | Time = 12s
Step 99000 | Order = 0.030369389930039129 | Time = 12s
Step 100000 | Order = 0.045287726909613295 | Time = 12s
Step 101000 | Order = 0.020296775802208435 | Time = 13s
Step 102000 | Order = 0.052932306012102685 | Time = 13s
Step 103000 | Order = 0.023511651197416814 | Time = 13s
Step 104000 | Order = 0.029044341092135838 | Time = 13s
Step 105000 | Order = 0.044451744453268272 | Time = 13s
Step 106000 | Order = 0.050300806720397252 | Time = 14s
Step 107000 | Order = 0.011218492268363743 | Time = 14s
Step 108000 | Order = 0.035830417825643501 | Time = 14s
Step 109000 | Order = 0.02755709771315068 | Time = 14s
Step 110000 | Order = 0.0036587969099094145 | Time = 14s
Step 111000 | Order = 0.026644888813545119 | Time = 14s
Step 112000 | Order = 0.031068278951775333 | Time = 14s
Step 113000 | Order = 0.023013792999303128 | Time = 14s
Step 114000 | Order = 0.037323522088320356 | Time = 15s
Step 115000 | Order = 0.024016516920839111 | Time = 15s
Step 116000 | Order = 0.019978485452055817 | Time = 15s
Step 117000 | Order = 0.015035727921634942 | Time = 15s
Step 118000 | Order = 0.015220154566609214 | Time = 15s
Step 119000 | Order = 0.017377046069200874 | Time = 15s
Step 120000 | Order = 0.016797670631751239 | Time = 15s
Step 121000 | Order = 0.012829842313361699 | Time = 15s
Step 122000 | Order = 0.018630465215453227 | Time = 15s
Step 123000 | Order = 0.035725232474588274 | Time = 16s
Step 124000 | Order = 0.0087487472564470713 | Time = 16s
Step 125000 | Order = 0.028927866809038843 | Time = 16s
Step 126000 | Order = 0.022144191224685868 | Time = 16s
Step 127000 | Order = 0.0083671226039811371 | Time = 16s
Step 128000 | Order = 0.0051749987947003048 | Time = 16s
Step 129000 | Order = 0.024159486815410781 | Time = 16s
Step 130000 | Order = 0.011027886226649169 | Time = 16s
Step 131000 | Order = 0.025917890518473149 | Time = 17s
Step 132000 | Order = 0.010058085226468909 | Time = 17s
Step 133000 | Order = 0.014059546284831569 | Time = 17s
Step 134000 | Order = 0.018773667119042544 | Time = 17s
Step 135000 | Order = 0.037302735200675827 | Time = 17s
Step 136000 | Order = 0.02187378448939855 | Time = 17s
Step 137000 | Order = 0.035980314893532893 | Time = 17s
Step 138000 | Order = 0.023870609534804865 | Time = 17s
Step 139000 | Order = 0.034907989970654252 | Time = 17s
Step 140000 | Order = 0.018771586348433799 | Time = 18s
Step 141000 | Order = 0.041337425983064682 | Time = 18s
Step 142000 | Order = 0.02132228904327349 | Time = 18s
Step 143000 | Order = 0.018836443363396949 | Time = 18s
Step 144000 | Order = 0.027810244989313317 | Time = 18s
Step 145000 | Order = 0.020715232192585017 | Time = 18s
Step 146000 | Order = 0.029851283119335027 | Time = 18s
Step 147000 | Order = 0.0097684093132057222 | Time = 18s
Step 148000 | Order = 0.011123921680831397 | Time = 19s
Step 149000 | Order = 0.038143571087215514 | Time = 19s
Step 150000 | Order = 0.019977588071805729 | Time = 19s
Step 151000 | Order = 0.024172402572271975 | Time = 19s
Step 152000 | Order = 0.00049325320356626077 | Time = 19s
Step 153000 | Order = 0.022211775930371963 | Time = 19s
Step 154000 | Order = 0.0056498956321987832 | Time = 20s
Step 155000 | Order = 0.019531510269444149 | Time = 20s
Step 156000 | Order = 0.03404683518691623 | Time = 20s
Step 157000 | Order = 0.025420141895315627 | Time = 20s
Step 158000 | Order = 0.010243640052982813 | Time = 20s
Step 159000 | Order = 0.0036554289130657281 | Time = 20s
Step 160000 | Order = 0.022164188623326163 | Time = 20s
Step 161000 | Order = 0.01943621549406533 | Time = 20s
Step 162000 | Order = 0.030710088688978079 | Time = 20s
Step 163000 | Order = 0.021472050337184648 | Time = 21s
Step 164000 | Order = 0.02663942265397572 | Time = 21s
Step 165000 | Order = 0.02821334785546617 | Time = 21s
Step 166000 | Order = 0.034592397766342119 | Time = 21s
Step 167000 | Order = 0.031699557593647738 | Time = 21s
Step 168000 | Order = 0.018103488526614947 | Time = 21s
Step 169000 | Order = 0.01633538758526059 | Time = 21s
Step 170000 | Order = 0.011739581322110983 | Time = 21s
Step 171000 | Order = 0.030443955515914851 | Time = 21s
Step 172000 | Order = 0.025058795683935424 | Time = 22s
Step 173000 | Order = 0.015507914703831451 | Time = 22s
Step 174000 | Order = 0.0052836645805517416 | Time = 22s
Step 175000 | Order = 0.026144775167784792 | Time = 22s
Step 176000 | Order = 0.015352134753768901 | Time = 22s
Step 177000 | Order = 0.033301746892077176 | Time = 22s
Step 178000 | Order = 0.02020403966583276 | Time = 22s
Step 179000 | Order = 0.051925240069193017 | Time = 22s
Step 180000 | Order = 0.023194597184225708 | Time = 23s
Step 181000 | Order = 0.023658894966057522 | Time = 23s
Step 182000 | Order = 0.0029173152060568749 | Time = 23s
Step 183000 | Order = 0.028300275877845279 | Time = 23s
Step 184000 | Order = 0.029339458222376085 | Time = 23s
Step 185000 | Order = 0.028415303636248126 | Time = 23s
Step 186000 | Order = 0.027148159283724119 | Time = 23s
Step 187000 | Order = 0.032790707688361009 | Time = 23s
Step 188000 | Order = 0.022920683137014407 | Time = 23s
Step 189000 | Order = 0.029724357875270346 | Time = 24s
Step 190000 | Order = 0.02507018650866712 | Time = 24s
Step 191000 | Order = 0.047562275368973242 | Time = 24s
Step 192000 | Order = 0.0040331821282567062 | Time = 24s
Step 193000 | Order = 0.047300793717683066 | Time = 24s
Step 194000 | Order = 0.028755372949670104 | Time = 24s
Step 195000 | Order = 0.01009644467358293 | Time = 24s
Step 196000 | Order = 0.02585680896078418 | Time = 24s
Step 197000 | Order = 0.010057255070387159 | Time = 24s
Step 198000 | Order = 0.0085613788969391372 | Time = 25s
Step 199000 | Order = 0.0084233894243982092 | Time = 25s
Step 200000 | Order = 0.023023002590927696 | Time = 25s
Step 201000 | Order = 0.029424853538231616 | Time = 27s
