Simulation #7, Parameters: eta = 0.703890 | rho = 0.732033 | v0 = 0.70389s
Step 0 | Order = 0.03805636201422781 | Time = 0s
Step 1000 | Order = 0.059997799497724331 | Time = 1s
Step 2000 | Order = 0.059977002159896098 | Time = 2s
Step 3000 | Order = 0.059975974337653636 | Time = 4s
Step 4000 | Order = 0.05997587169544142 | Time = 5s
Step 5000 | Order = 0.059975859530395921 | Time = 6s
Step 6000 | Order = 0.05997585804907761 | Time = 8s
Step 7000 | Order = 0.059975857868391734 | Time = 9s
Step 8000 | Order = 0.059975857846283696 | Time = 10s
Step 9000 | Order = 0.059975857843591086 | Time = 12s
Step 10000 | Order = 0.059975857843260309 | Time = 13s
Step 11000 | Order = 0.059975857843220078 | Time = 14s
Step 12000 | Order = 0.059975857843215151 | Time = 15s
Step 13000 | Order = 0.059975857843214533 | Time = 17s
Step 14000 | Order = 0.059975857843214464 | Time = 18s
Step 15000 | Order = 0.059975857843214415 | Time = 19s
Step 16000 | Order = 0.059975857843214415 | Time = 21s
Step 17000 | Order = 0.059975857843214429 | Time = 22s
Step 18000 | Order = 0.059975857843214415 | Time = 23s
Step 19000 | Order = 0.059975857843214415 | Time = 24s
Step 20000 | Order = 0.059975857843214415 | Time = 26s
Step 21000 | Order = 0.059975857843214415 | Time = 27s
Step 22000 | Order = 0.059975857843214415 | Time = 28s
Step 23000 | Order = 0.059975857843214415 | Time = 29s
Step 24000 | Order = 0.059975857843214415 | Time = 31s
Step 25000 | Order = 0.059975857843214415 | Time = 32s
Step 26000 | Order = 0.059975857843214415 | Time = 33s
Step 27000 | Order = 0.059975857843214415 | Time = 34s
Step 28000 | Order = 0.059975857843214415 | Time = 36s
Step 29000 | Order = 0.059975857843214415 | Time = 37s
Step 30000 | Order = 0.059975857843214408 | Time = 38s
Step 31000 | Order = 0.059975857843214415 | Time = 39s
Step 32000 | Order = 0.059975857843214415 | Time = 40s
Step 33000 | Order = 0.059975857843214415 | Time = 41s
Step 34000 | Order = 0.059975857843214415 | Time = 42s
Step 35000 | Order = 0.059975857843214415 | Time = 43s
Step 36000 | Order = 0.059975857843214415 | Time = 45s
Step 37000 | Order = 0.059975857843214415 | Time = 46s
Step 38000 | Order = 0.059975857843214429 | Time = 47s
Step 39000 | Order = 0.059975857843214415 | Time = 49s
Step 40000 | Order = 0.059975857843214415 | Time = 50s
Step 41000 | Order = 0.059975857843214408 | Time = 51s
Step 42000 | Order = 0.059975857843214415 | Time = 52s
Step 43000 | Order = 0.059975857843214415 | Time = 53s
Step 44000 | Order = 0.059975857843214415 | Time = 55s
Step 45000 | Order = 0.059975857843214415 | Time = 56s
Step 46000 | Order = 0.059975857843214415 | Time = 58s
Step 47000 | Order = 0.059975857843214415 | Time = 59s
Step 48000 | Order = 0.059975857843214415 | Time = 60s
Step 49000 | Order = 0.059975857843214415 | Time = 61s
Step 50000 | Order = 0.059975857843214415 | Time = 63s
Step 51000 | Order = 0.059975857843214415 | Time = 65s
Step 52000 | Order = 0.059975857843214415 | Time = 66s
Step 53000 | Order = 0.059975857843214415 | Time = 67s
Step 54000 | Order = 0.059975857843214415 | Time = 68s
Step 55000 | Order = 0.059975857843214415 | Time = 70s
Step 56000 | Order = 0.059975857843214429 | Time = 71s
Step 57000 | Order = 0.059975857843214415 | Time = 73s
Step 58000 | Order = 0.059975857843214429 | Time = 74s
Step 59000 | Order = 0.059975857843214415 | Time = 75s
Step 60000 | Order = 0.059975857843214415 | Time = 76s
Step 61000 | Order = 0.059975857843214429 | Time = 78s
Step 62000 | Order = 0.059975857843214415 | Time = 79s
Step 63000 | Order = 0.059975857843214429 | Time = 80s
Step 64000 | Order = 0.059975857843214429 | Time = 82s
Step 65000 | Order = 0.059975857843214415 | Time = 83s
Step 66000 | Order = 0.059975857843214429 | Time = 84s
Step 67000 | Order = 0.059975857843214429 | Time = 85s
Step 68000 | Order = 0.059975857843214415 | Time = 87s
Step 69000 | Order = 0.059975857843214415 | Time = 88s
Step 70000 | Order = 0.059975857843214415 | Time = 89s
Step 71000 | Order = 0.059975857843214415 | Time = 91s
Step 72000 | Order = 0.059975857843214415 | Time = 92s
Step 73000 | Order = 0.059975857843214415 | Time = 93s
Step 74000 | Order = 0.059975857843214415 | Time = 95s
Step 75000 | Order = 0.059975857843214415 | Time = 96s
Step 76000 | Order = 0.059975857843214415 | Time = 98s
Step 77000 | Order = 0.059975857843214415 | Time = 99s
Step 78000 | Order = 0.059975857843214415 | Time = 100s
Step 79000 | Order = 0.059975857843214415 | Time = 102s
Step 80000 | Order = 0.059975857843214415 | Time = 103s
Step 81000 | Order = 0.059975857843214415 | Time = 105s
Step 82000 | Order = 0.059975857843214429 | Time = 106s
Step 83000 | Order = 0.059975857843214415 | Time = 107s
Step 84000 | Order = 0.059975857843214415 | Time = 109s
Step 85000 | Order = 0.059975857843214415 | Time = 110s
Step 86000 | Order = 0.059975857843214415 | Time = 112s
Step 87000 | Order = 0.059975857843214415 | Time = 113s
Step 88000 | Order = 0.059975857843214415 | Time = 114s
Step 89000 | Order = 0.059975857843214415 | Time = 116s
Step 90000 | Order = 0.059975857843214429 | Time = 117s
Step 91000 | Order = 0.059975857843214415 | Time = 118s
Step 92000 | Order = 0.059975857843214415 | Time = 119s
Step 93000 | Order = 0.059975857843214415 | Time = 121s
Step 94000 | Order = 0.059975857843214415 | Time = 122s
Step 95000 | Order = 0.059975857843214408 | Time = 124s
Step 96000 | Order = 0.059975857843214415 | Time = 125s
Step 97000 | Order = 0.059975857843214429 | Time = 126s
Step 98000 | Order = 0.059975857843214415 | Time = 127s
Step 99000 | Order = 0.059975857843214415 | Time = 128s
Step 100000 | Order = 0.059975857843214415 | Time = 129s
