Simulation #17, Parameters: eta = 0.799578 | rho = 0.109936 | v0 = 0.0614014s
Step 0 | Order = 0.0082007201840601195 | Time = 0s
Step 1000 | Order = 0.0040453510603912484 | Time = 0s
Step 2000 | Order = 0.030891018523591905 | Time = 0s
Step 3000 | Order = 0.0061355964390437381 | Time = 0s
Step 4000 | Order = 0.034567598259134351 | Time = 0s
Step 5000 | Order = 0.022784839182593421 | Time = 0s
Step 6000 | Order = 0.028820765527953589 | Time = 0s
Step 7000 | Order = 0.018475951619628866 | Time = 1s
Step 8000 | Order = 0.014898905244864999 | Time = 1s
Step 9000 | Order = 0.013768763616295481 | Time = 1s
Step 10000 | Order = 0.046877725567874923 | Time = 1s
Step 11000 | Order = 0.021444874933722026 | Time = 1s
Step 12000 | Order = 0.019225991743173965 | Time = 1s
Step 13000 | Order = 0.041780488744915252 | Time = 2s
Step 14000 | Order = 0.020512781271872924 | Time = 2s
Step 15000 | Order = 0.014075973437062789 | Time = 2s
Step 16000 | Order = 0.017984370240181839 | Time = 2s
Step 17000 | Order = 0.032333724718320779 | Time = 2s
Step 18000 | Order = 0.035573133996616997 | Time = 2s
Step 19000 | Order = 0.024374695513685738 | Time = 2s
Step 20000 | Order = 0.0083484823705744886 | Time = 2s
Step 21000 | Order = 0.030032171456792413 | Time = 3s
Step 22000 | Order = 0.028465205198186898 | Time = 3s
Step 23000 | Order = 0.0037933124311372323 | Time = 3s
Step 24000 | Order = 0.011890457174343297 | Time = 3s
Step 25000 | Order = 0.0098531418550751974 | Time = 3s
Step 26000 | Order = 0.031461378937217684 | Time = 3s
Step 27000 | Order = 0.017138790436150835 | Time = 3s
Step 28000 | Order = 0.026015765033955751 | Time = 3s
Step 29000 | Order = 0.024564759807518495 | Time = 4s
Step 30000 | Order = 0.031698151348309792 | Time = 4s
Step 31000 | Order = 0.023180196772142135 | Time = 4s
Step 32000 | Order = 0.025431373660136619 | Time = 4s
Step 33000 | Order = 0.031270100510447152 | Time = 4s
Step 34000 | Order = 0.025660833357630964 | Time = 4s
Step 35000 | Order = 0.011229165300888657 | Time = 4s
Step 36000 | Order = 0.031134054526983198 | Time = 4s
Step 37000 | Order = 0.034818637834210631 | Time = 5s
Step 38000 | Order = 0.020172566017841141 | Time = 5s
Step 39000 | Order = 0.017511681502367656 | Time = 5s
Step 40000 | Order = 0.026669619866744099 | Time = 5s
Step 41000 | Order = 0.021699576413126628 | Time = 5s
Step 42000 | Order = 0.015293229560057197 | Time = 5s
Step 43000 | Order = 0.0052169207237427297 | Time = 5s
Step 44000 | Order = 0.019434200216726771 | Time = 5s
Step 45000 | Order = 0.011800012880430283 | Time = 6s
Step 46000 | Order = 0.018372192314787945 | Time = 6s
Step 47000 | Order = 0.023400497102914905 | Time = 6s
Step 48000 | Order = 0.033073219519984431 | Time = 6s
Step 49000 | Order = 0.033900413673801456 | Time = 6s
Step 50000 | Order = 0.01430909306026807 | Time = 6s
Step 51000 | Order = 0.0084210712951224807 | Time = 7s
Step 52000 | Order = 0.022651649891810292 | Time = 7s
Step 53000 | Order = 0.018394827755498937 | Time = 7s
Step 54000 | Order = 0.013913195078365944 | Time = 7s
Step 55000 | Order = 0.0068441719201683482 | Time = 7s
Step 56000 | Order = 0.011777755684481072 | Time = 7s
Step 57000 | Order = 0.033337374350452149 | Time = 7s
Step 58000 | Order = 0.016333825948145312 | Time = 7s
Step 59000 | Order = 0.010632455312779695 | Time = 8s
Step 60000 | Order = 0.0020426708582140275 | Time = 8s
Step 61000 | Order = 0.022058714801656207 | Time = 8s
Step 62000 | Order = 0.024498245443927667 | Time = 8s
Step 63000 | Order = 0.017794148199822495 | Time = 8s
Step 64000 | Order = 0.017392226164624939 | Time = 8s
Step 65000 | Order = 0.012188414634056986 | Time = 8s
Step 66000 | Order = 0.032167906065077974 | Time = 9s
Step 67000 | Order = 0.01574024497952611 | Time = 9s
Step 68000 | Order = 0.058022100030538183 | Time = 9s
Step 69000 | Order = 0.016340776298551251 | Time = 9s
Step 70000 | Order = 0.018442145687549916 | Time = 9s
Step 71000 | Order = 0.027697324025243098 | Time = 9s
Step 72000 | Order = 0.028405083299695648 | Time = 9s
Step 73000 | Order = 0.00051541667249275255 | Time = 9s
Step 74000 | Order = 0.026922158176303574 | Time = 10s
Step 75000 | Order = 0.011069879058175643 | Time = 10s
Step 76000 | Order = 0.013445505971486563 | Time = 10s
Step 77000 | Order = 0.017677025743162256 | Time = 10s
Step 78000 | Order = 0.016448028463120035 | Time = 10s
Step 79000 | Order = 0.0098867281233138496 | Time = 10s
Step 80000 | Order = 0.005586979638566557 | Time = 10s
Step 81000 | Order = 0.02776358882490923 | Time = 10s
Step 82000 | Order = 0.0088629725779173323 | Time = 11s
Step 83000 | Order = 0.011005881687626014 | Time = 11s
Step 84000 | Order = 0.0055951167998175358 | Time = 11s
Step 85000 | Order = 0.012498384854073653 | Time = 11s
Step 86000 | Order = 0.042619842237706942 | Time = 11s
Step 87000 | Order = 0.0054344611783773015 | Time = 11s
Step 88000 | Order = 0.013660928698480602 | Time = 11s
Step 89000 | Order = 0.045879721847885968 | Time = 12s
Step 90000 | Order = 0.040868852674522747 | Time = 12s
Step 91000 | Order = 0.051082151230730399 | Time = 12s
Step 92000 | Order = 0.011547921304304286 | Time = 12s
Step 93000 | Order = 0.02413041563946882 | Time = 12s
Step 94000 | Order = 0.011336328257638058 | Time = 12s
Step 95000 | Order = 0.019558151489996192 | Time = 12s
Step 96000 | Order = 0.019125408493096418 | Time = 12s
Step 97000 | Order = 0.024398937447069408 | Time = 13s
Step 98000 | Order = 0.0057799641703831584 | Time = 13s
Step 99000 | Order = 0.036270510633755526 | Time = 13s
Step 100000 | Order = 0.051852709069229834 | Time = 13s
Step 101000 | Order = 0.0098098594699239251 | Time = 14s
Step 102000 | Order = 0.018515077670174376 | Time = 14s
Step 103000 | Order = 0.013040908811792493 | Time = 14s
Step 104000 | Order = 0.010261862553094641 | Time = 15s
Step 105000 | Order = 0.03952655982547959 | Time = 15s
Step 106000 | Order = 0.052098437642578585 | Time = 15s
Step 107000 | Order = 0.012763257422120269 | Time = 15s
Step 108000 | Order = 0.023543078052808628 | Time = 15s
Step 109000 | Order = 0.0058398958440379362 | Time = 15s
Step 110000 | Order = 0.0082505901251851699 | Time = 15s
Step 111000 | Order = 0.0084118814105389687 | Time = 15s
Step 112000 | Order = 0.0075580838443982867 | Time = 16s
Step 113000 | Order = 0.012563756074456388 | Time = 16s
Step 114000 | Order = 0.0082819927375342457 | Time = 16s
Step 115000 | Order = 0.027386847387991169 | Time = 16s
Step 116000 | Order = 0.021269835330024089 | Time = 16s
Step 117000 | Order = 0.031203472980627242 | Time = 16s
Step 118000 | Order = 0.012315697711307454 | Time = 16s
Step 119000 | Order = 0.021880321910783068 | Time = 17s
Step 120000 | Order = 0.020544062120490415 | Time = 17s
Step 121000 | Order = 0.014395869421017336 | Time = 17s
Step 122000 | Order = 0.021863523343107039 | Time = 17s
Step 123000 | Order = 0.027800058117838842 | Time = 17s
Step 124000 | Order = 0.0021449174562623006 | Time = 17s
Step 125000 | Order = 0.022159142791719801 | Time = 17s
Step 126000 | Order = 0.032744273598150866 | Time = 17s
Step 127000 | Order = 0.0097248130314478431 | Time = 18s
Step 128000 | Order = 0.018161265065937703 | Time = 18s
Step 129000 | Order = 0.014917637512485461 | Time = 18s
Step 130000 | Order = 0.011720332939475902 | Time = 18s
Step 131000 | Order = 0.021799100937782805 | Time = 18s
Step 132000 | Order = 0.011492374878266333 | Time = 18s
Step 133000 | Order = 0.039987665001312109 | Time = 18s
Step 134000 | Order = 0.021863102308616846 | Time = 18s
Step 135000 | Order = 0.0058517689727921188 | Time = 19s
Step 136000 | Order = 0.033214957399351694 | Time = 19s
Step 137000 | Order = 0.006450635816191189 | Time = 19s
Step 138000 | Order = 0.048525771217318381 | Time = 19s
Step 139000 | Order = 0.019507690363549064 | Time = 19s
Step 140000 | Order = 0.01291196007257449 | Time = 19s
Step 141000 | Order = 0.019601690951898391 | Time = 19s
Step 142000 | Order = 0.009841487752639301 | Time = 19s
Step 143000 | Order = 0.017139987800874085 | Time = 20s
Step 144000 | Order = 0.013228700453083561 | Time = 20s
Step 145000 | Order = 0.013806724214945618 | Time = 20s
Step 146000 | Order = 0.021409398322952616 | Time = 20s
Step 147000 | Order = 0.0070590810620874498 | Time = 20s
Step 148000 | Order = 0.003865003075358692 | Time = 20s
Step 149000 | Order = 0.037671698707227821 | Time = 20s
Step 150000 | Order = 0.02442005838530956 | Time = 21s
Step 151000 | Order = 0.020228202016763321 | Time = 21s
Step 152000 | Order = 0.03549992411002019 | Time = 21s
Step 153000 | Order = 0.0036845728276567384 | Time = 22s
Step 154000 | Order = 0.032874685305297018 | Time = 22s
Step 155000 | Order = 0.0097376759032895797 | Time = 22s
Step 156000 | Order = 0.017500184733327304 | Time = 22s
Step 157000 | Order = 0.0035220456343072731 | Time = 22s
Step 158000 | Order = 0.018820832696611244 | Time = 22s
Step 159000 | Order = 0.051887272936728325 | Time = 22s
Step 160000 | Order = 0.01497542142822884 | Time = 22s
Step 161000 | Order = 0.012199891994904967 | Time = 23s
Step 162000 | Order = 0.032274156909984877 | Time = 23s
Step 163000 | Order = 0.031217693761461444 | Time = 23s
Step 164000 | Order = 0.010218990586432809 | Time = 23s
Step 165000 | Order = 0.027578860924632201 | Time = 23s
Step 166000 | Order = 0.027955413735000188 | Time = 23s
Step 167000 | Order = 0.014779549678624101 | Time = 23s
Step 168000 | Order = 0.017177477666008953 | Time = 24s
Step 169000 | Order = 0.024340927337242031 | Time = 24s
Step 170000 | Order = 0.036557416750712078 | Time = 24s
Step 171000 | Order = 0.0089036135721119718 | Time = 24s
Step 172000 | Order = 0.022479654255051967 | Time = 24s
Step 173000 | Order = 0.013632121169872171 | Time = 24s
Step 174000 | Order = 0.025756267167779547 | Time = 24s
Step 175000 | Order = 0.017386123925816992 | Time = 24s
Step 176000 | Order = 0.019429524851086975 | Time = 24s
Step 177000 | Order = 0.025464443297031472 | Time = 25s
Step 178000 | Order = 0.037065021204624987 | Time = 25s
Step 179000 | Order = 0.029865973583858695 | Time = 25s
Step 180000 | Order = 0.023266418826464418 | Time = 25s
Step 181000 | Order = 0.020639703311618955 | Time = 25s
Step 182000 | Order = 0.0078721386947611192 | Time = 25s
Step 183000 | Order = 0.013950608031511602 | Time = 25s
Step 184000 | Order = 0.029309267327030757 | Time = 25s
Step 185000 | Order = 0.017445812561662822 | Time = 26s
Step 186000 | Order = 0.031679290693222784 | Time = 26s
Step 187000 | Order = 0.016900153963146765 | Time = 26s
Step 188000 | Order = 0.0019945464854486577 | Time = 26s
Step 189000 | Order = 0.015784765865275548 | Time = 26s
Step 190000 | Order = 0.012197089045901187 | Time = 26s
Step 191000 | Order = 0.020439483109032992 | Time = 26s
Step 192000 | Order = 0.0044806611423190701 | Time = 26s
Step 193000 | Order = 0.013194437057365714 | Time = 27s
Step 194000 | Order = 0.023773700339068431 | Time = 27s
Step 195000 | Order = 0.0036662199589457627 | Time = 27s
Step 196000 | Order = 0.015784420931294355 | Time = 27s
Step 197000 | Order = 0.022023659777540103 | Time = 27s
Step 198000 | Order = 0.0091379056451177457 | Time = 27s
Step 199000 | Order = 0.01676247647142743 | Time = 28s
Step 200000 | Order = 0.016781263139347542 | Time = 28s
Step 201000 | Order = 0.0070813447415645769 | Time = 29s
Step 202000 | Order = 0.0073421341762802024 | Time = 29s
Step 203000 | Order = 0.012176861292086998 | Time = 29s
Step 204000 | Order = 0.020503263548103348 | Time = 29s
Step 205000 | Order = 0.034216218480370215 | Time = 30s
Step 206000 | Order = 0.04190345082774842 | Time = 30s
Step 207000 | Order = 0.019783790105173227 | Time = 30s
Step 208000 | Order = 0.030593485403884405 | Time = 30s
Step 209000 | Order = 0.008888688292782821 | Time = 30s
Step 210000 | Order = 0.021986242361906726 | Time = 30s
Step 211000 | Order = 0.016018396974517193 | Time = 30s
Step 212000 | Order = 0.017044455855657555 | Time = 30s
Step 213000 | Order = 0.042509721827172782 | Time = 31s
Step 214000 | Order = 0.014103532601709724 | Time = 31s
Step 215000 | Order = 0.011362288008700821 | Time = 31s
Step 216000 | Order = 0.0047746701813364788 | Time = 31s
Step 217000 | Order = 0.00819819444971032 | Time = 31s
Step 218000 | Order = 0.0094121630968633224 | Time = 31s
Step 219000 | Order = 0.011124542533703596 | Time = 31s
Step 220000 | Order = 0.036933686440546405 | Time = 31s
Step 221000 | Order = 0.0088492508012523348 | Time = 32s
Step 222000 | Order = 0.069463384419425345 | Time = 32s
Step 223000 | Order = 0.039604620958601101 | Time = 32s
Step 224000 | Order = 0.01027033946660038 | Time = 32s
Step 225000 | Order = 0.036074055958457384 | Time = 32s
Step 226000 | Order = 0.013045676254777726 | Time = 32s
Step 227000 | Order = 0.034333531275687966 | Time = 32s
Step 228000 | Order = 0.024533122971316958 | Time = 32s
Step 229000 | Order = 0.0059831553550000584 | Time = 33s
Step 230000 | Order = 0.028783423676405576 | Time = 33s
Step 231000 | Order = 0.011170968574466504 | Time = 33s
Step 232000 | Order = 0.031118550491718303 | Time = 33s
Step 233000 | Order = 0.01370010425329629 | Time = 33s
Step 234000 | Order = 0.01597058629601672 | Time = 33s
Step 235000 | Order = 0.029083542830447184 | Time = 34s
Step 236000 | Order = 0.01796450654327026 | Time = 34s
Step 237000 | Order = 0.022251722572843725 | Time = 34s
Step 238000 | Order = 0.018244251064005228 | Time = 34s
Step 239000 | Order = 0.0062694523126378731 | Time = 34s
Step 240000 | Order = 0.027334228448835516 | Time = 34s
Step 241000 | Order = 0.0095431797942020398 | Time = 34s
Step 242000 | Order = 0.051915486709352129 | Time = 34s
Step 243000 | Order = 0.021229443524438823 | Time = 35s
Step 244000 | Order = 0.015685407415127514 | Time = 35s
Step 245000 | Order = 0.053937045108959088 | Time = 35s
Step 246000 | Order = 0.003310581920696434 | Time = 35s
Step 247000 | Order = 0.0038807484097007393 | Time = 35s
Step 248000 | Order = 0.014289327077265197 | Time = 35s
Step 249000 | Order = 0.026201335656445321 | Time = 35s
Step 250000 | Order = 0.030118675934553831 | Time = 35s
Step 251000 | Order = 0.029099567217959733 | Time = 36s
Step 252000 | Order = 0.033144531545379843 | Time = 36s
Step 253000 | Order = 0.039365740592581133 | Time = 36s
Step 254000 | Order = 0.024201910057510535 | Time = 36s
Step 255000 | Order = 0.035160344678280699 | Time = 36s
Step 256000 | Order = 0.016559443582151435 | Time = 37s
Step 257000 | Order = 0.0043664312428505639 | Time = 37s
Step 258000 | Order = 0.0048946004930436656 | Time = 37s
Step 259000 | Order = 0.018515878115470074 | Time = 37s
Step 260000 | Order = 0.02720791999571899 | Time = 37s
Step 261000 | Order = 0.014198842830066321 | Time = 37s
Step 262000 | Order = 0.035490107301553435 | Time = 37s
Step 263000 | Order = 0.050633335307070898 | Time = 38s
Step 264000 | Order = 0.01741006993323015 | Time = 38s
Step 265000 | Order = 0.017451332947567524 | Time = 38s
Step 266000 | Order = 0.013219028058715346 | Time = 38s
Step 267000 | Order = 0.018675767855332506 | Time = 38s
Step 268000 | Order = 0.015967352336160097 | Time = 38s
Step 269000 | Order = 0.031333650762012499 | Time = 38s
Step 270000 | Order = 0.024919189795460015 | Time = 38s
Step 271000 | Order = 0.014228936037361639 | Time = 39s
Step 272000 | Order = 0.011914639777465647 | Time = 39s
Step 273000 | Order = 0.023383953876506377 | Time = 39s
Step 274000 | Order = 0.024788484515769538 | Time = 39s
Step 275000 | Order = 0.0050117783254505595 | Time = 39s
Step 276000 | Order = 0.024881152295482808 | Time = 39s
Step 277000 | Order = 0.015424433593422028 | Time = 39s
Step 278000 | Order = 0.027698338885833999 | Time = 40s
Step 279000 | Order = 0.035666592416449025 | Time = 40s
Step 280000 | Order = 0.021382191899580842 | Time = 40s
Step 281000 | Order = 0.012428002314783455 | Time = 40s
Step 282000 | Order = 0.037262905278448784 | Time = 40s
Step 283000 | Order = 0.022770960082654786 | Time = 40s
Step 284000 | Order = 0.016896081994847174 | Time = 40s
Step 285000 | Order = 0.018082438605056129 | Time = 40s
Step 286000 | Order = 0.041370414452428547 | Time = 41s
Step 287000 | Order = 0.028897434875673145 | Time = 41s
Step 288000 | Order = 0.011821488253978487 | Time = 41s
Step 289000 | Order = 0.03272968319790294 | Time = 41s
Step 290000 | Order = 0.018652793803274739 | Time = 41s
Step 291000 | Order = 0.036397965031664259 | Time = 41s
Step 292000 | Order = 0.010681643928079351 | Time = 41s
Step 293000 | Order = 0.028422896895084745 | Time = 41s
Step 294000 | Order = 0.052911298667288838 | Time = 42s
Step 295000 | Order = 0.035053125722924287 | Time = 42s
Step 296000 | Order = 0.00503784273926558 | Time = 42s
Step 297000 | Order = 0.018380159219170411 | Time = 42s
Step 298000 | Order = 0.019588227430758845 | Time = 42s
Step 299000 | Order = 0.010659407910581377 | Time = 42s
Step 300000 | Order = 0.045650930368635163 | Time = 42s
Step 301000 | Order = 0.032275364511550275 | Time = 43s
Step 302000 | Order = 0.01771857699662422 | Time = 43s
Step 303000 | Order = 0.0079179703208267088 | Time = 43s
Step 304000 | Order = 0.015615233358997302 | Time = 43s
Step 305000 | Order = 0.02077367634986162 | Time = 43s
Step 306000 | Order = 0.0095173200188918856 | Time = 43s
Step 307000 | Order = 0.012801152099105565 | Time = 43s
Step 308000 | Order = 0.019377003546470067 | Time = 44s
Step 309000 | Order = 0.0076936079129427577 | Time = 44s
Step 310000 | Order = 0.048711931273776821 | Time = 44s
Step 311000 | Order = 0.020062717463343642 | Time = 44s
Step 312000 | Order = 0.026644249930401383 | Time = 44s
Step 313000 | Order = 0.032574181639818324 | Time = 44s
Step 314000 | Order = 0.043597260852182566 | Time = 44s
Step 315000 | Order = 0.043974846692795645 | Time = 44s
Step 316000 | Order = 0.026064697256823519 | Time = 44s
Step 317000 | Order = 0.0041744579397212274 | Time = 45s
Step 318000 | Order = 0.016727153027774635 | Time = 45s
Step 319000 | Order = 0.0063919506915162847 | Time = 45s
Step 320000 | Order = 0.027606430669989582 | Time = 45s
Step 321000 | Order = 0.034665525475468167 | Time = 45s
Step 322000 | Order = 0.035331241917478613 | Time = 45s
Step 323000 | Order = 0.01795934365959902 | Time = 45s
Step 324000 | Order = 0.02343122579447917 | Time = 45s
Step 325000 | Order = 0.027453612552858882 | Time = 46s
Step 326000 | Order = 0.018054897354778422 | Time = 46s
Step 327000 | Order = 0.015245685541919659 | Time = 46s
Step 328000 | Order = 0.017048509529395323 | Time = 46s
Step 329000 | Order = 0.027387649281323652 | Time = 46s
Step 330000 | Order = 0.021711850426166239 | Time = 46s
Step 331000 | Order = 0.032361212543201248 | Time = 47s
Step 332000 | Order = 0.026742605474359138 | Time = 47s
Step 333000 | Order = 0.017188339607527098 | Time = 47s
Step 334000 | Order = 0.013840186804482317 | Time = 47s
Step 335000 | Order = 0.036380121624991761 | Time = 47s
Step 336000 | Order = 0.015928178102952564 | Time = 47s
Step 337000 | Order = 0.0074670346916486351 | Time = 47s
Step 338000 | Order = 0.022277401963218584 | Time = 47s
Step 339000 | Order = 0.010475099748021841 | Time = 48s
Step 340000 | Order = 0.023115972981493014 | Time = 48s
Step 341000 | Order = 0.029061630264198769 | Time = 48s
Step 342000 | Order = 0.0050866165348535091 | Time = 48s
Step 343000 | Order = 0.024847154893752433 | Time = 48s
Step 344000 | Order = 0.020842091520956906 | Time = 48s
Step 345000 | Order = 0.016602185648847446 | Time = 48s
Step 346000 | Order = 0.013883539525799899 | Time = 48s
Step 347000 | Order = 0.027821722190040827 | Time = 49s
Step 348000 | Order = 0.031027031944990055 | Time = 49s
Step 349000 | Order = 0.024564409742373009 | Time = 49s
Step 350000 | Order = 0.03035012024172706 | Time = 49s
Step 351000 | Order = 0.025421575458183347 | Time = 49s
Step 352000 | Order = 0.022454921274049085 | Time = 49s
Step 353000 | Order = 0.011905612672070152 | Time = 49s
Step 354000 | Order = 0.037957722946020345 | Time = 50s
Step 355000 | Order = 0.0075547545733525723 | Time = 50s
Step 356000 | Order = 0.019918694465451619 | Time = 50s
Step 357000 | Order = 0.015254006252027391 | Time = 50s
Step 358000 | Order = 0.034189343978296559 | Time = 50s
Step 359000 | Order = 0.03635055358982682 | Time = 50s
Step 360000 | Order = 0.017341700419381163 | Time = 50s
Step 361000 | Order = 0.020992651076792636 | Time = 50s
Step 362000 | Order = 0.019585496752272863 | Time = 51s
Step 363000 | Order = 0.01692018150818032 | Time = 51s
Step 364000 | Order = 0.017502098019214395 | Time = 51s
Step 365000 | Order = 0.0143523770492591 | Time = 51s
Step 366000 | Order = 0.021889312532613815 | Time = 51s
Step 367000 | Order = 0.020406864408927344 | Time = 51s
Step 368000 | Order = 0.0150687608360911 | Time = 51s
Step 369000 | Order = 0.015718485295153191 | Time = 51s
Step 370000 | Order = 0.02071467649670548 | Time = 52s
Step 371000 | Order = 0.014300975654704545 | Time = 52s
Step 372000 | Order = 0.017462303738097609 | Time = 52s
Step 373000 | Order = 0.015817368379374346 | Time = 52s
Step 374000 | Order = 0.012554727846110626 | Time = 52s
Step 375000 | Order = 0.014504094692663172 | Time = 53s
Step 376000 | Order = 0.021519613006619961 | Time = 53s
Step 377000 | Order = 0.0068813819135990486 | Time = 53s
Step 378000 | Order = 0.026152284944856163 | Time = 53s
Step 379000 | Order = 0.024805687295814206 | Time = 53s
Step 380000 | Order = 0.01406694226482288 | Time = 53s
Step 381000 | Order = 0.0090473263676286667 | Time = 53s
Step 382000 | Order = 0.014644019619685951 | Time = 53s
Step 383000 | Order = 0.012567033418552203 | Time = 54s
Step 384000 | Order = 0.031485645004123 | Time = 54s
Step 385000 | Order = 0.021209245283275467 | Time = 54s
Step 386000 | Order = 0.01399828875158717 | Time = 54s
Step 387000 | Order = 0.021993937082292827 | Time = 54s
Step 388000 | Order = 0.0054866888648447557 | Time = 54s
Step 389000 | Order = 0.010786767559170777 | Time = 54s
Step 390000 | Order = 0.02906922264227324 | Time = 54s
Step 391000 | Order = 0.020247125470438016 | Time = 55s
Step 392000 | Order = 0.018111054630610125 | Time = 55s
Step 393000 | Order = 0.0075554295636421163 | Time = 55s
Step 394000 | Order = 0.017602721370600861 | Time = 55s
