Simulation #128, Parameters: eta = 0.657290 | rho = 0.264396 | v0 = 0.196264s
Step 0 | Order = 0.017822263314471443 | Time = 0s
Step 1000 | Order = 0.016940587811200614 | Time = 4s
Step 2000 | Order = 0.010645880391390541 | Time = 4s
Step 3000 | Order = 0.016461131222661973 | Time = 4s
Step 4000 | Order = 0.014832682092011754 | Time = 5s
Step 5000 | Order = 0.015614040365320834 | Time = 5s
Step 6000 | Order = 0.020781283281982248 | Time = 5s
Step 7000 | Order = 0.011382075163901193 | Time = 6s
Step 8000 | Order = 0.0098710805972856818 | Time = 6s
Step 9000 | Order = 0.004376823472482784 | Time = 6s
Step 10000 | Order = 0.03061357662102018 | Time = 6s
Step 11000 | Order = 0.0087304932670446006 | Time = 7s
Step 12000 | Order = 0.0099662541724596272 | Time = 7s
Step 13000 | Order = 0.016608321479246849 | Time = 7s
Step 14000 | Order = 0.024371521113622625 | Time = 8s
Step 15000 | Order = 0.014155409341971298 | Time = 8s
Step 16000 | Order = 0.029121288918399171 | Time = 8s
Step 17000 | Order = 0.011968072995877908 | Time = 9s
Step 18000 | Order = 0.032427736369936455 | Time = 9s
Step 19000 | Order = 0.023672804228623875 | Time = 9s
Step 20000 | Order = 0.017261906248620087 | Time = 9s
Step 21000 | Order = 0.0044198633393062623 | Time = 10s
Step 22000 | Order = 0.0060414196429521387 | Time = 10s
Step 23000 | Order = 0.0099883644228539927 | Time = 10s
Step 24000 | Order = 0.01429991610778706 | Time = 11s
Step 25000 | Order = 0.013634126744177464 | Time = 11s
Step 26000 | Order = 0.0063754915626096174 | Time = 11s
Step 27000 | Order = 0.018422076547352721 | Time = 12s
Step 28000 | Order = 0.010601490735535946 | Time = 12s
Step 29000 | Order = 0.02044619645769865 | Time = 12s
Step 30000 | Order = 0.024658859768499245 | Time = 13s
Step 31000 | Order = 0.011500672515916204 | Time = 13s
Step 32000 | Order = 0.0033491936372826671 | Time = 13s
Step 33000 | Order = 0.01716592552198638 | Time = 13s
Step 34000 | Order = 0.0090956828909521635 | Time = 14s
Step 35000 | Order = 0.012791988849851325 | Time = 14s
Step 36000 | Order = 0.019545738676781086 | Time = 14s
Step 37000 | Order = 0.0084950448419394732 | Time = 15s
Step 38000 | Order = 0.0029128313715859086 | Time = 15s
Step 39000 | Order = 0.012734498573851749 | Time = 15s
Step 40000 | Order = 0.014127160528051351 | Time = 16s
Step 41000 | Order = 0.034750817461693492 | Time = 16s
Step 42000 | Order = 0.018825375822122348 | Time = 16s
Step 43000 | Order = 0.0059489828067064293 | Time = 16s
Step 44000 | Order = 0.012970100608214866 | Time = 17s
Step 45000 | Order = 0.006269676262813508 | Time = 17s
Step 46000 | Order = 0.0065056889101083376 | Time = 17s
Step 47000 | Order = 0.0053011081943550196 | Time = 18s
Step 48000 | Order = 0.012464235948294145 | Time = 18s
Step 49000 | Order = 0.0057084334382320329 | Time = 18s
Step 50000 | Order = 0.0039242010952526491 | Time = 19s
Step 51000 | Order = 0.013984922975040354 | Time = 22s
Step 52000 | Order = 0.018642766922006448 | Time = 22s
Step 53000 | Order = 0.010592683249198463 | Time = 23s
Step 54000 | Order = 0.0042205670443534972 | Time = 23s
Step 55000 | Order = 0.012539243044618823 | Time = 23s
Step 56000 | Order = 0.0087345573409955916 | Time = 24s
Step 57000 | Order = 0.0095366668523656807 | Time = 24s
Step 58000 | Order = 0.02397118082133963 | Time = 24s
Step 59000 | Order = 0.022247045449978419 | Time = 25s
Step 60000 | Order = 0.011021416131082814 | Time = 25s
Step 61000 | Order = 0.013426895065760282 | Time = 25s
Step 62000 | Order = 0.015743551014843028 | Time = 26s
Step 63000 | Order = 0.014425679417317105 | Time = 26s
Step 64000 | Order = 0.024616326789424062 | Time = 26s
Step 65000 | Order = 0.011705893435940525 | Time = 26s
Step 66000 | Order = 0.0074551526711054217 | Time = 27s
Step 67000 | Order = 0.0084511330018928587 | Time = 27s
Step 68000 | Order = 0.0056158961945897623 | Time = 27s
Step 69000 | Order = 0.0021920106194025278 | Time = 28s
Step 70000 | Order = 0.0051494969770139445 | Time = 28s
Step 71000 | Order = 0.02498691708102789 | Time = 28s
Step 72000 | Order = 0.022217849411291856 | Time = 29s
Step 73000 | Order = 0.026363796610051039 | Time = 29s
Step 74000 | Order = 0.014622123844854845 | Time = 29s
Step 75000 | Order = 0.02897418291905841 | Time = 29s
Step 76000 | Order = 0.007230823777079216 | Time = 30s
Step 77000 | Order = 0.022928481465660046 | Time = 30s
Step 78000 | Order = 0.015156264897673516 | Time = 30s
Step 79000 | Order = 0.0029171836080154816 | Time = 31s
Step 80000 | Order = 0.0086352339130334396 | Time = 31s
Step 81000 | Order = 0.01312763655247938 | Time = 31s
Step 82000 | Order = 0.0049985496922203693 | Time = 32s
Step 83000 | Order = 0.009590057592597772 | Time = 32s
Step 84000 | Order = 0.011708714937188055 | Time = 32s
Step 85000 | Order = 0.0098987098217547254 | Time = 33s
Step 86000 | Order = 0.0065594416233947959 | Time = 33s
Step 87000 | Order = 0.012637998153417256 | Time = 33s
Step 88000 | Order = 0.030167918328428862 | Time = 34s
Step 89000 | Order = 0.02960801592193343 | Time = 34s
Step 90000 | Order = 0.015435381314956684 | Time = 34s
Step 91000 | Order = 0.0047289353571358722 | Time = 34s
Step 92000 | Order = 0.0095929052258228158 | Time = 35s
Step 93000 | Order = 0.031522574263182661 | Time = 35s
Step 94000 | Order = 0.0091902895660227017 | Time = 35s
Step 95000 | Order = 0.018642239462899345 | Time = 36s
Step 96000 | Order = 0.0046199835250652389 | Time = 36s
Step 97000 | Order = 0.013564012302508886 | Time = 36s
Step 98000 | Order = 0.013660262725209652 | Time = 37s
Step 99000 | Order = 0.031647053894252132 | Time = 37s
Step 100000 | Order = 0.013198837984638282 | Time = 37s
Step 101000 | Order = 0.01668544962431354 | Time = 43s
Step 102000 | Order = 0.013788740380810042 | Time = 43s
Step 103000 | Order = 0.028169174541038303 | Time = 44s
Step 104000 | Order = 0.0086974118990542932 | Time = 44s
Step 105000 | Order = 0.031206721445144695 | Time = 44s
Step 106000 | Order = 0.018452521584012605 | Time = 45s
Step 107000 | Order = 0.016347384981649421 | Time = 45s
Step 108000 | Order = 0.010125679929622352 | Time = 45s
Step 109000 | Order = 0.027052832992820908 | Time = 45s
Step 110000 | Order = 0.0069224416130737598 | Time = 46s
Step 111000 | Order = 0.014574214419606607 | Time = 46s
Step 112000 | Order = 0.031733357131205522 | Time = 46s
Step 113000 | Order = 0.018998740695166511 | Time = 47s
Step 114000 | Order = 0.019316971734322452 | Time = 47s
Step 115000 | Order = 0.016971928039712217 | Time = 47s
Step 116000 | Order = 0.0059945189095197094 | Time = 48s
Step 117000 | Order = 0.0060956555449192644 | Time = 48s
Step 118000 | Order = 0.020658802460381452 | Time = 48s
Step 119000 | Order = 0.011440127624324425 | Time = 49s
Step 120000 | Order = 0.017971486824079577 | Time = 49s
Step 121000 | Order = 0.0090378482177893536 | Time = 49s
Step 122000 | Order = 0.030155379521434572 | Time = 49s
Step 123000 | Order = 0.011000731029887405 | Time = 50s
Step 124000 | Order = 0.0074637494491483257 | Time = 50s
Step 125000 | Order = 0.023194306427381701 | Time = 50s
Step 126000 | Order = 0.025095116611291955 | Time = 51s
Step 127000 | Order = 0.0038138177247167395 | Time = 51s
Step 128000 | Order = 0.016714154977108243 | Time = 51s
Step 129000 | Order = 0.025287207876342681 | Time = 52s
Step 130000 | Order = 0.0067358023765694231 | Time = 52s
Step 131000 | Order = 0.020355462377134498 | Time = 52s
Step 132000 | Order = 0.0081656395486883766 | Time = 52s
Step 133000 | Order = 0.0068195740273362246 | Time = 53s
Step 134000 | Order = 0.010035308505592333 | Time = 53s
Step 135000 | Order = 0.01033925749275553 | Time = 53s
Step 136000 | Order = 0.021358140685366928 | Time = 54s
Step 137000 | Order = 0.036639987612341579 | Time = 54s
Step 138000 | Order = 0.0047016488967064384 | Time = 54s
Step 139000 | Order = 0.028958443658947154 | Time = 55s
Step 140000 | Order = 0.0082283864739725234 | Time = 55s
Step 141000 | Order = 0.013368485026446844 | Time = 55s
Step 142000 | Order = 0.009162367900173999 | Time = 55s
Step 143000 | Order = 0.019589607502489646 | Time = 56s
Step 144000 | Order = 0.033343415679521482 | Time = 56s
Step 145000 | Order = 0.0047058679352144066 | Time = 56s
Step 146000 | Order = 0.019353268736298244 | Time = 57s
Step 147000 | Order = 0.029870065905919216 | Time = 57s
Step 148000 | Order = 0.0068493023207108327 | Time = 57s
Step 149000 | Order = 0.024928955059998478 | Time = 58s
Step 150000 | Order = 0.022882825636613199 | Time = 58s
Step 151000 | Order = 0.0057970906392789696 | Time = 59s
Step 152000 | Order = 0.018652652833080898 | Time = 59s
Step 153000 | Order = 0.0057728385984373151 | Time = 59s
Step 154000 | Order = 0.019186961232163971 | Time = 60s
Step 155000 | Order = 0.0083194438968782116 | Time = 60s
Step 156000 | Order = 0.019995504176842375 | Time = 60s
Step 157000 | Order = 0.016218910596608908 | Time = 61s
Step 158000 | Order = 0.0063317220249950379 | Time = 61s
Step 159000 | Order = 0.017296207054671039 | Time = 61s
Step 160000 | Order = 0.03470794348561429 | Time = 62s
Step 161000 | Order = 0.023876536900026744 | Time = 62s
Step 162000 | Order = 0.0089697439627875863 | Time = 62s
Step 163000 | Order = 0.016150042851740293 | Time = 62s
Step 164000 | Order = 0.02971631572117325 | Time = 63s
Step 165000 | Order = 0.010563645526229482 | Time = 63s
Step 166000 | Order = 0.0082065450360188658 | Time = 63s
Step 167000 | Order = 0.015872029719337346 | Time = 64s
