Simulation #109, Parameters: eta = 0.327658 | rho = 0.177319 | v0 = 0.0891162s
Step 0 | Order = 0.0089642134055057943 | Time = 0s
Step 1000 | Order = 0.029989383051048448 | Time = 3s
Step 2000 | Order = 0.029448738394810086 | Time = 3s
Step 3000 | Order = 0.027578694039765293 | Time = 3s
Step 4000 | Order = 0.042416436538073921 | Time = 3s
Step 5000 | Order = 0.024341784532556334 | Time = 3s
Step 6000 | Order = 0.033447103005963208 | Time = 4s
Step 7000 | Order = 0.076835487798061777 | Time = 4s
Step 8000 | Order = 0.052462545407279425 | Time = 4s
Step 9000 | Order = 0.021205313490891536 | Time = 4s
Step 10000 | Order = 0.028398714781157002 | Time = 5s
Step 11000 | Order = 0.01011793552390676 | Time = 5s
Step 12000 | Order = 0.029897988616123958 | Time = 5s
Step 13000 | Order = 0.037419004149591394 | Time = 5s
Step 14000 | Order = 0.029064401683233744 | Time = 5s
Step 15000 | Order = 0.021757093217469253 | Time = 6s
Step 16000 | Order = 0.042116664233075377 | Time = 6s
Step 17000 | Order = 0.039580115285698741 | Time = 6s
Step 18000 | Order = 0.027958232788668821 | Time = 6s
Step 19000 | Order = 0.027165846736364171 | Time = 6s
Step 20000 | Order = 0.020326590709216892 | Time = 7s
Step 21000 | Order = 0.059371023025938163 | Time = 7s
Step 22000 | Order = 0.0047581432492188585 | Time = 7s
Step 23000 | Order = 0.021349023212047267 | Time = 7s
Step 24000 | Order = 0.043226525918736783 | Time = 7s
Step 25000 | Order = 0.056180451144102854 | Time = 8s
Step 26000 | Order = 0.043572197070063441 | Time = 8s
Step 27000 | Order = 0.01981245950193904 | Time = 8s
Step 28000 | Order = 0.041914609631090921 | Time = 8s
Step 29000 | Order = 0.051809669181091068 | Time = 9s
Step 30000 | Order = 0.012649819212613773 | Time = 9s
Step 31000 | Order = 0.040960971538557274 | Time = 9s
Step 32000 | Order = 0.041773342486945052 | Time = 9s
Step 33000 | Order = 0.019698102363046369 | Time = 9s
Step 34000 | Order = 0.041577482986220736 | Time = 10s
Step 35000 | Order = 0.042236780769847437 | Time = 10s
Step 36000 | Order = 0.026867417395631144 | Time = 10s
Step 37000 | Order = 0.039097444462188352 | Time = 10s
Step 38000 | Order = 0.024555087672747566 | Time = 10s
